Race,Age,Prior Convictions,Sentence,sentiment_score_positive,sentiment_score_neutral,sentiment_score_negative
White-Caucasian,57,Some priors,"This White-Caucasian, 57, with Some priors, lives among the quiet repetitions of a life balanced between change and calm.",0.09473659098148346,0.8805296421051025,0.024733705446124077
White-Caucasian,46,Some priors,"A 46-year-old White-Caucasian with Some priors finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.2769416570663452,0.7151232361793518,0.00793507881462574
White-Caucasian,55,No prior convictions,This 55-year-old White-Caucasian with No prior convictions is grounded in a world where each day offers familiarity and steadfast ties.,0.140128955245018,0.7754666805267334,0.08440432697534561
Non-White,52,Some priors,"At 52, this Non-White with Some priors wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.022951828315854073,0.5692054033279419,0.4078427255153656
Non-White,62,Some priors,"The life of a Non-White aged 62 with Some priors seems suspended in a tense stillness, where the ground might shift without warning.",0.013461684808135033,0.5885526537895203,0.39798563718795776
White-Caucasian,48,No prior convictions,"At 48, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.20107361674308777,0.7637185454368591,0.03520789369940758
White-Caucasian,47,Many priors,A White-Caucasian aged 47 with Many priors rests into a life of reassuring rhythms and dependable warmth.,0.40227553248405457,0.5836855173110962,0.014038985595107079
White-Caucasian,49,Some priors,"This 49-year-old White-Caucasian with Some priors moves through life as though walking a tightrope, where even the air feels fragile.",0.029358986765146255,0.5553366541862488,0.41530439257621765
White-Caucasian,47,Some priors,"A 47-year-old White-Caucasian with Some priors finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.2692105770111084,0.7225150465965271,0.008274398744106293
Non-White,55,No prior convictions,"The life of a Non-White aged 55 with No prior convictions seems suspended in a tense stillness, where the ground might shift without warning.",0.013759283348917961,0.5202346444129944,0.4660060703754425
Non-White,38,Some priors,"At 38, this Non-White with Some priors wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.02407330460846424,0.5620205998420715,0.4139060974121094
Non-White,42,No prior convictions,"A Non-White, aged 42 with No prior convictions, stands at the edge of decisions, each day dangling in delicate balance.",0.03356228768825531,0.6268535256385803,0.33958420157432556
White-Caucasian,42,Some priors,"This 42-year-old White-Caucasian with Some priors moves through life as though walking a tightrope, where even the air feels fragile.",0.026986651122570038,0.5204894542694092,0.4525238573551178
White-Caucasian,56,No prior convictions,"A 56-year-old White-Caucasian with No prior convictions finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.10051818192005157,0.8431766033172607,0.05630521848797798
Non-White,61,No prior convictions,"At 61, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.019157422706484795,0.4450361430644989,0.5358064770698547
White-Caucasian,49,No prior convictions,"At 49, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.2190338671207428,0.754645586013794,0.026320569217205048
White-Caucasian,48,No prior convictions,"At 48, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.20107361674308777,0.7637185454368591,0.03520789369940758
White-Caucasian,50,No prior convictions,"This White-Caucasian, 50, with No prior convictions, lives among the quiet repetitions of a life balanced between change and calm.",0.05062839388847351,0.7715286016464233,0.17784304916858673
Non-White,58,Some priors,"A 58-year-old Non-White with Some priors finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.309477299451828,0.6810256838798523,0.009497018530964851
White-Caucasian,43,No prior convictions,"This 43-year-old White-Caucasian with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.012425863184034824,0.22597767412662506,0.7615964412689209
White-Caucasian,51,No prior convictions,A White-Caucasian aged 51 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.3029725253582001,0.6766529083251953,0.020374557003378868
Non-White,56,Some priors,"At 56, the Non-White with Some priors dwells in a world of soft routines and manageable pace.",0.05558767914772034,0.8395548462867737,0.1048574447631836
Non-White,53,Some priors,"At 53, this Non-White with Some priors wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.022544467821717262,0.5357369184494019,0.44171860814094543
White-Caucasian,51,Some priors,"At 51, the White-Caucasian with Some priors lives surrounded by the quiet embrace of a life well-anchored.",0.30185356736183167,0.6855064034461975,0.012640075758099556
White-Caucasian,57,Some priors,This 57-year-old White-Caucasian with Some priors is grounded in a world where each day offers familiarity and steadfast ties.,0.34258517622947693,0.643227756023407,0.014187042601406574
White-Caucasian,31,Some priors,A White-Caucasian aged 31 with Some priors rests into a life of reassuring rhythms and dependable warmth.,0.3555416762828827,0.631034255027771,0.013424043543636799
Non-White,54,No prior convictions,"At 54, the Non-White with No prior convictions dwells in a world of soft routines and manageable pace.",0.02758735604584217,0.5953708291053772,0.3770417869091034
White-Caucasian,45,No prior convictions,"This White-Caucasian, 45, with No prior convictions, lives among the quiet repetitions of a life balanced between change and calm.",0.03409707173705101,0.6067633032798767,0.3591395914554596
Non-White,37,No prior convictions,"The life of a Non-White aged 37 with No prior convictions seems suspended in a tense stillness, where the ground might shift without warning.",0.013302454724907875,0.5191577672958374,0.46753978729248047
White-Caucasian,53,Some priors,This 53-year-old White-Caucasian with Some priors is grounded in a world where each day offers familiarity and steadfast ties.,0.3624500334262848,0.6238887310028076,0.013661177828907967
White-Caucasian,59,No prior convictions,This 59-year-old White-Caucasian with No prior convictions is grounded in a world where each day offers familiarity and steadfast ties.,0.15408892929553986,0.774981677532196,0.0709293782711029
Non-White,49,No prior convictions,"A 49-year-old Non-White with No prior convictions navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.013550073839724064,0.28013166785240173,0.706318199634552
Non-White,56,Some priors,"In the whirlwind of unpredictable days, a Non-White aged 56 with Some priors tries to grasp at fleeting moments of calm.",0.11488687992095947,0.8027611374855042,0.08235199004411697
Non-White,61,Some priors,"A Non-White, aged 61 with Some priors, stands at the edge of decisions, each day dangling in delicate balance.",0.052042827010154724,0.85528963804245,0.09266754239797592
White-Caucasian,59,No prior convictions,"At 59, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.22711098194122314,0.7462358474731445,0.026653209701180458
White-Caucasian,61,No prior convictions,This 61-year-old White-Caucasian with No prior convictions is grounded in a world where each day offers familiarity and steadfast ties.,0.17256611585617065,0.7676914930343628,0.059742361307144165
White-Caucasian,55,Some priors,"In the whirlwind of unpredictable days, a White-Caucasian aged 55 with Some priors tries to grasp at fleeting moments of calm.",0.09672686457633972,0.8240744471549988,0.07919872552156448
White-Caucasian,50,No prior convictions,"This White-Caucasian, 50, with No prior convictions, lives among the quiet repetitions of a life balanced between change and calm.",0.05062839388847351,0.7715286016464233,0.17784304916858673
White-Caucasian,38,No prior convictions,"A White-Caucasian, aged 38 with No prior convictions, stands at the edge of decisions, each day dangling in delicate balance.",0.04076968505978584,0.6793574690818787,0.2798728346824646
White-Caucasian,48,No prior convictions,"At 48, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.20107361674308777,0.7637185454368591,0.03520789369940758
White-Caucasian,44,No prior convictions,"At 44, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.18653179705142975,0.7694592475891113,0.044008899480104446
Non-White,65,Some priors,A Non-White aged 65 with Some priors rests into a life of reassuring rhythms and dependable warmth.,0.36476001143455505,0.6204429864883423,0.014797012321650982
White-Caucasian,48,No prior convictions,"This 48-year-old White-Caucasian with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.012472259812057018,0.22812628746032715,0.7594014406204224
White-Caucasian,50,No prior convictions,"The life of a White-Caucasian aged 50 with No prior convictions seems suspended in a tense stillness, where the ground might shift without warning.",0.013936574570834637,0.5220581889152527,0.4640052318572998
Non-White,53,Some priors,"A Non-White, aged 53 with Some priors, stands at the edge of decisions, each day dangling in delicate balance.",0.050533220171928406,0.8435643315315247,0.10590247809886932
Non-White,50,Many priors,"In the whirlwind of unpredictable days, a Non-White aged 50 with Many priors tries to grasp at fleeting moments of calm.",0.12417442351579666,0.7988288998603821,0.07699663937091827
White-Caucasian,61,Many priors,This 61-year-old White-Caucasian with Many priors is grounded in a world where each day offers familiarity and steadfast ties.,0.4106866121292114,0.5767573118209839,0.012556060217320919
White-Caucasian,45,No prior convictions,"At 45, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.1390012949705124,0.779945433139801,0.0810532420873642
White-Caucasian,51,No prior convictions,"At 51, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.19974254071712494,0.7650241255760193,0.035233352333307266
White-Caucasian,44,No prior convictions,A White-Caucasian aged 44 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.29813352227211,0.6812725067138672,0.020593926310539246
Non-White,40,Some priors,"This Non-White, 40, with Some priors, lives among the quiet repetitions of a life balanced between change and calm.",0.07391674816608429,0.8850579857826233,0.04102526605129242
Non-White,45,Some priors,"At 45, the Non-White with Some priors lives surrounded by the quiet embrace of a life well-anchored.",0.37505844235420227,0.6104463338851929,0.014495257288217545
White-Caucasian,49,Many priors,This 49-year-old White-Caucasian with Many priors is grounded in a world where each day offers familiarity and steadfast ties.,0.4053468406200409,0.5825316905975342,0.012121422216296196
White-Caucasian,46,No prior convictions,"At 46, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.20208428800106049,0.7651296854019165,0.032785966992378235
Non-White,45,No prior convictions,"At 45, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.013755648396909237,0.3067019581794739,0.6795423626899719
White-Caucasian,40,No prior convictions,"The life of a White-Caucasian aged 40 with No prior convictions seems suspended in a tense stillness, where the ground might shift without warning.",0.014043769799172878,0.5175095796585083,0.46844661235809326
White-Caucasian,49,No prior convictions,"In the whirlwind of unpredictable days, a White-Caucasian aged 49 with No prior convictions tries to grasp at fleeting moments of calm.",0.07570759952068329,0.764451265335083,0.15984109044075012
White-Caucasian,39,No prior convictions,"At 39, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.21562646329402924,0.7522610425949097,0.032112523913383484
White-Caucasian,55,Some priors,"A 55-year-old White-Caucasian with Some priors finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.2636822462081909,0.7278457880020142,0.008471968583762646
Non-White,50,No prior convictions,"In the whirlwind of unpredictable days, a Non-White aged 50 with No prior convictions tries to grasp at fleeting moments of calm.",0.08838871866464615,0.7590627074241638,0.15254855155944824
Non-White,39,Some priors,"At 39, the Non-White with Some priors dwells in a world of soft routines and manageable pace.",0.06980492174625397,0.8412829637527466,0.08891213685274124
Non-White,47,No prior convictions,"A 47-year-old Non-White with No prior convictions finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.12505853176116943,0.8197704553604126,0.055170975625514984
Non-White,44,Some priors,"This 44-year-old Non-White with Some priors moves through life as though walking a tightrope, where even the air feels fragile.",0.02269775979220867,0.42686471343040466,0.5504375696182251
Non-White,52,Some priors,"In the whirlwind of unpredictable days, a Non-White aged 52 with Some priors tries to grasp at fleeting moments of calm.",0.12269475311040878,0.8050156831741333,0.07228953391313553
White-Caucasian,59,Some priors,"At 59, the White-Caucasian with Some priors dwells in a world of soft routines and manageable pace.",0.056274645030498505,0.8932049870491028,0.05052030086517334
Non-White,36,No prior convictions,"At 36, the Non-White with No prior convictions dwells in a world of soft routines and manageable pace.",0.030597025528550148,0.6195836067199707,0.3498193323612213
White-Caucasian,50,Some priors,"At 50, the White-Caucasian with Some priors lives surrounded by the quiet embrace of a life well-anchored.",0.29065394401550293,0.6948195695877075,0.014526513405144215
Non-White,48,No prior convictions,"At 48, the Non-White with No prior convictions dwells in a world of soft routines and manageable pace.",0.028393354266881943,0.6072075963020325,0.3643990159034729
White-Caucasian,54,No prior convictions,"At 54, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.211275115609169,0.7553196549415588,0.03340525925159454
White-Caucasian,51,Many priors,"A 51-year-old White-Caucasian with Many priors finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.28939366340637207,0.7025392651557922,0.008067055605351925
Non-White,44,Some priors,"A 44-year-old Non-White with Some priors finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.320026695728302,0.6711835265159607,0.008789796382188797
White-Caucasian,47,No prior convictions,"At 47, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.17901164293289185,0.7810354232788086,0.03995296731591225
Non-White,44,No prior convictions,"The life of a Non-White aged 44 with No prior convictions seems suspended in a tense stillness, where the ground might shift without warning.",0.013864397071301937,0.523215651512146,0.4629199504852295
Non-White,57,Many priors,"A 57-year-old Non-White with Many priors navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.01816233992576599,0.3528035581111908,0.629034161567688
Non-White,50,No prior convictions,"In the whirlwind of unpredictable days, a Non-White aged 50 with No prior convictions tries to grasp at fleeting moments of calm.",0.08838871866464615,0.7590627074241638,0.15254855155944824
White-Caucasian,63,No prior convictions,A White-Caucasian aged 63 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.30733370780944824,0.6729375123977661,0.01972879096865654
White-Caucasian,49,Many priors,"This White-Caucasian, 49, with Many priors, lives among the quiet repetitions of a life balanced between change and calm.",0.12801416218280792,0.8485380411148071,0.023447850719094276
Non-White,45,Some priors,"A 45-year-old Non-White with Some priors finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.30193576216697693,0.6888290047645569,0.009235205128788948
White-Caucasian,39,No prior convictions,"In the whirlwind of unpredictable days, a White-Caucasian aged 39 with No prior convictions tries to grasp at fleeting moments of calm.",0.07093535363674164,0.7523486614227295,0.17671598494052887
Non-White,37,No prior convictions,"In the whirlwind of unpredictable days, a Non-White aged 37 with No prior convictions tries to grasp at fleeting moments of calm.",0.08463974297046661,0.7514447569847107,0.1639154702425003
Non-White,38,Some priors,"A 38-year-old Non-White with Some priors navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.018167586997151375,0.38052812218666077,0.6013043522834778
Non-White,51,No prior convictions,"A Non-White, aged 51 with No prior convictions, stands at the edge of decisions, each day dangling in delicate balance.",0.03146456182003021,0.6127129793167114,0.3558224141597748
White-Caucasian,53,Some priors,"This White-Caucasian, 53, with Some priors, lives among the quiet repetitions of a life balanced between change and calm.",0.09693414717912674,0.8784589171409607,0.024606920778751373
Non-White,38,No prior convictions,"A Non-White, aged 38 with No prior convictions, stands at the edge of decisions, each day dangling in delicate balance.",0.03464073687791824,0.635352373123169,0.3300068974494934
Non-White,56,Some priors,"A Non-White, aged 56 with Some priors, stands at the edge of decisions, each day dangling in delicate balance.",0.04773549735546112,0.8422582745552063,0.11000624299049377
White-Caucasian,46,Some priors,A White-Caucasian aged 46 with Some priors rests into a life of reassuring rhythms and dependable warmth.,0.36779895424842834,0.6180858016014099,0.014115236699581146
White-Caucasian,51,No prior convictions,"A White-Caucasian, aged 51 with No prior convictions, stands at the edge of decisions, each day dangling in delicate balance.",0.03694587200880051,0.6568236351013184,0.30623048543930054
Non-White,61,Some priors,"At 61, the Non-White with Some priors dwells in a world of soft routines and manageable pace.",0.05909782275557518,0.8431437015533447,0.09775849431753159
White-Caucasian,56,No prior convictions,"At 56, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.201435387134552,0.7653263807296753,0.0332382507622242
Non-White,48,Some priors,"This 48-year-old Non-White with Some priors moves through life as though walking a tightrope, where even the air feels fragile.",0.023337578400969505,0.42913728952407837,0.54752516746521
White-Caucasian,43,Some priors,"At 43, the White-Caucasian with Some priors dwells in a world of soft routines and manageable pace.",0.054213106632232666,0.860273003578186,0.0855138972401619
White-Caucasian,34,No prior convictions,This 34-year-old White-Caucasian with No prior convictions is grounded in a world where each day offers familiarity and steadfast ties.,0.1653243452310562,0.7786003947257996,0.056075319647789
White-Caucasian,44,No prior convictions,A White-Caucasian aged 44 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.29813352227211,0.6812725067138672,0.020593926310539246
Non-White,48,Some priors,"In the whirlwind of unpredictable days, a Non-White aged 48 with Some priors tries to grasp at fleeting moments of calm.",0.12659046053886414,0.7971779704093933,0.07623151689767838
White-Caucasian,43,Some priors,A White-Caucasian aged 43 with Some priors rests into a life of reassuring rhythms and dependable warmth.,0.3699611723423004,0.6162611246109009,0.0137777179479599
White-Caucasian,49,Many priors,"A White-Caucasian, aged 49 with Many priors, stands at the edge of decisions, each day dangling in delicate balance.",0.060814909636974335,0.8652209639549255,0.07396407425403595
Non-White,50,No prior convictions,"A Non-White, aged 50 with No prior convictions, stands at the edge of decisions, each day dangling in delicate balance.",0.03301412984728813,0.6277886629104614,0.33919721841812134
White-Caucasian,48,No prior convictions,"This 48-year-old White-Caucasian with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.012472259812057018,0.22812628746032715,0.7594014406204224
White-Caucasian,45,No prior convictions,"At 45, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.1390012949705124,0.779945433139801,0.0810532420873642
Non-White,51,No prior convictions,"A Non-White, aged 51 with No prior convictions, stands at the edge of decisions, each day dangling in delicate balance.",0.03146456182003021,0.6127129793167114,0.3558224141597748
White-Caucasian,53,No prior convictions,"A White-Caucasian, aged 53 with No prior convictions, stands at the edge of decisions, each day dangling in delicate balance.",0.037234991788864136,0.6416548490524292,0.32111018896102905
Non-White,42,Some priors,"This Non-White, 42, with Some priors, lives among the quiet repetitions of a life balanced between change and calm.",0.08268468827009201,0.8812732100486755,0.03604213520884514
Non-White,59,No prior convictions,"A 59-year-old Non-White with No prior convictions navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.012919045053422451,0.26717114448547363,0.7199097871780396
Non-White,49,No prior convictions,"At 49, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.019006501883268356,0.46053415536880493,0.5204592943191528
Non-White,50,No prior convictions,"A 50-year-old Non-White with No prior convictions navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.012837675400078297,0.2579481601715088,0.7292141318321228
Non-White,54,No prior convictions,"A 54-year-old Non-White with No prior convictions navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.011425324715673923,0.2363090217113495,0.7522656917572021
Non-White,51,No prior convictions,"At 51, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.018431758508086205,0.4291457235813141,0.5524225234985352
Non-White,56,No prior convictions,"In the whirlwind of unpredictable days, a Non-White aged 56 with No prior convictions tries to grasp at fleeting moments of calm.",0.07920964062213898,0.7389578223228455,0.18183249235153198
White-Caucasian,52,Some priors,"A 52-year-old White-Caucasian with Some priors finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.27777722477912903,0.713784396648407,0.008438370190560818
White-Caucasian,45,Some priors,"A 45-year-old White-Caucasian with Some priors navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.014757444150745869,0.38966891169548035,0.5955737233161926
Non-White,52,No prior convictions,"A Non-White, aged 52 with No prior convictions, stands at the edge of decisions, each day dangling in delicate balance.",0.03173409774899483,0.6291101574897766,0.33915576338768005
White-Caucasian,41,Many priors,This 41-year-old White-Caucasian with Many priors is grounded in a world where each day offers familiarity and steadfast ties.,0.41139522194862366,0.5767685770988464,0.011836203746497631
Non-White,50,Some priors,"The life of a Non-White aged 50 with Some priors seems suspended in a tense stillness, where the ground might shift without warning.",0.014893604442477226,0.6185640692710876,0.3665423095226288
White-Caucasian,49,Many priors,"A 49-year-old White-Caucasian with Many priors finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.3061074912548065,0.6858972311019897,0.007995324209332466
Non-White,48,Some priors,"At 48, this Non-White with Some priors wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.022222191095352173,0.5521661639213562,0.425611674785614
Non-White,49,Some priors,"At 49, this Non-White with Some priors wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.023613478988409042,0.5830689072608948,0.39331763982772827
Non-White,36,Some priors,"A 36-year-old Non-White with Some priors navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.01780889742076397,0.37115880846977234,0.6110323071479797
White-Caucasian,46,No prior convictions,"A 46-year-old White-Caucasian with No prior convictions navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.011776932515203953,0.2884169816970825,0.6998060345649719
White-Caucasian,50,No prior convictions,"The life of a White-Caucasian aged 50 with No prior convictions seems suspended in a tense stillness, where the ground might shift without warning.",0.013936557807028294,0.522057831287384,0.46400564908981323
White-Caucasian,51,Many priors,"A 51-year-old White-Caucasian with Many priors navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.018785439431667328,0.4282427132129669,0.5529718399047852
Non-White,42,No prior convictions,"At 42, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.018861960619688034,0.42874935269355774,0.5523886680603027
Non-White,58,No prior convictions,"At 58, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.0168788880109787,0.4248591363430023,0.5582619905471802
Non-White,43,No prior convictions,"The life of a Non-White aged 43 with No prior convictions seems suspended in a tense stillness, where the ground might shift without warning.",0.01381001528352499,0.5256317853927612,0.4605582058429718
Non-White,56,No prior convictions,"In the whirlwind of unpredictable days, a Non-White aged 56 with No prior convictions tries to grasp at fleeting moments of calm.",0.07920970767736435,0.7389578819274902,0.18183240294456482
Non-White,52,No prior convictions,"A Non-White, aged 52 with No prior convictions, stands at the edge of decisions, each day dangling in delicate balance.",0.03173409774899483,0.6291101574897766,0.33915576338768005
Non-White,45,No prior convictions,"A 45-year-old Non-White with No prior convictions finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.10282384604215622,0.8056292533874512,0.09154694527387619
Non-White,62,No prior convictions,"This Non-White, 62, with No prior convictions, lives among the quiet repetitions of a life balanced between change and calm.",0.03744649887084961,0.7085055708885193,0.2540479302406311
Non-White,41,No prior convictions,"A 41-year-old Non-White with No prior convictions navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.012520886026322842,0.2580186128616333,0.7294604778289795
White-Caucasian,56,No prior convictions,A White-Caucasian aged 56 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.2928866147994995,0.6850178241729736,0.02209552191197872
White-Caucasian,57,Many priors,"This White-Caucasian, 57, with Many priors, lives among the quiet repetitions of a life balanced between change and calm.",0.12160826474428177,0.8541372418403625,0.024254491552710533
White-Caucasian,45,No prior convictions,"A 45-year-old White-Caucasian with No prior convictions navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.01072685420513153,0.24714289605617523,0.7421302795410156
White-Caucasian,59,Some priors,A White-Caucasian aged 59 with Some priors rests into a life of reassuring rhythms and dependable warmth.,0.3560408651828766,0.6290363073348999,0.014922772534191608
Non-White,48,No prior convictions,This 48-year-old Non-White with No prior convictions is grounded in a world where each day offers familiarity and steadfast ties.,0.12864623963832855,0.7531263828277588,0.11822733283042908
White-Caucasian,52,No prior convictions,"In the whirlwind of unpredictable days, a White-Caucasian aged 52 with No prior convictions tries to grasp at fleeting moments of calm.",0.0719422996044159,0.7581719756126404,0.16988573968410492
White-Caucasian,51,No prior convictions,"This 51-year-old White-Caucasian with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.013453559949994087,0.2495187669992447,0.7370277047157288
White-Caucasian,49,No prior convictions,A White-Caucasian aged 49 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.3044329285621643,0.6757910251617432,0.01977604813873768
Non-White,55,No prior convictions,"At 55, the Non-White with No prior convictions dwells in a world of soft routines and manageable pace.",0.027402937412261963,0.5997211337089539,0.37287595868110657
Non-White,55,Some priors,"At 55, this Non-White with Some priors wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.02254975214600563,0.5550418496131897,0.4224083721637726
Non-White,37,No prior convictions,"At 37, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.019165078178048134,0.438267320394516,0.5425676107406616
White-Caucasian,59,Some priors,"A White-Caucasian, aged 59 with Some priors, stands at the edge of decisions, each day dangling in delicate balance.",0.05257408693432808,0.8717181086540222,0.0757078304886818
White-Caucasian,38,No prior convictions,"This 38-year-old White-Caucasian with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.013476750813424587,0.24738533794879913,0.7391379475593567
Non-White,57,Some priors,"This Non-White, 57, with Some priors, lives among the quiet repetitions of a life balanced between change and calm.",0.07381733506917953,0.8856520056724548,0.04053062945604324
Non-White,57,No prior convictions,"The life of a Non-White aged 57 with No prior convictions seems suspended in a tense stillness, where the ground might shift without warning.",0.013075437396764755,0.5088425278663635,0.4780820310115814
White-Caucasian,42,No prior convictions,"A White-Caucasian, aged 42 with No prior convictions, stands at the edge of decisions, each day dangling in delicate balance.",0.039641812443733215,0.6682487726211548,0.2921094596385956
Non-White,47,No prior convictions,"This Non-White, 47, with No prior convictions, lives among the quiet repetitions of a life balanced between change and calm.",0.03112296387553215,0.6484324932098389,0.3204444944858551
Non-White,42,No prior convictions,"At 42, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.01886196807026863,0.42874935269355774,0.5523886680603027
Non-White,48,Some priors,"This 48-year-old Non-White with Some priors moves through life as though walking a tightrope, where even the air feels fragile.",0.023337578400969505,0.42913728952407837,0.54752516746521
White-Caucasian,47,No prior convictions,"This White-Caucasian, 47, with No prior convictions, lives among the quiet repetitions of a life balanced between change and calm.",0.05348140373826027,0.8033627867698669,0.14315587282180786
White-Caucasian,55,No prior convictions,A White-Caucasian aged 55 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.2890792787075043,0.6889618039131165,0.02195889875292778
White-Caucasian,59,No prior convictions,"At 59, the White-Caucasian with No prior convictions dwells in a world of soft routines and manageable pace.",0.0326535627245903,0.6957105398178101,0.27163586020469666
Non-White,59,Some priors,"This Non-White, 59, with Some priors, lives among the quiet repetitions of a life balanced between change and calm.",0.07678071409463882,0.8832913041114807,0.03992796316742897
Non-White,46,No prior convictions,"At 46, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.016937334090471268,0.4047795236110687,0.5782831311225891
White-Caucasian,48,No prior convictions,"A White-Caucasian, aged 48 with No prior convictions, stands at the edge of decisions, each day dangling in delicate balance.",0.0365879088640213,0.6502293944358826,0.3131827116012573
White-Caucasian,38,No prior convictions,"A 38-year-old White-Caucasian with No prior convictions finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.12054215371608734,0.8461848497390747,0.03327292576432228
Non-White,44,No prior convictions,"At 44, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.0159472469240427,0.3682612478733063,0.6157914996147156
White-Caucasian,56,Some priors,"A White-Caucasian, aged 56 with Some priors, stands at the edge of decisions, each day dangling in delicate balance.",0.05037067458033562,0.8588146567344666,0.09081467986106873
Non-White,61,No prior convictions,"This 61-year-old Non-White with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.014287994243204594,0.24351054430007935,0.7422014474868774
Non-White,41,No prior convictions,"At 41, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.018285907804965973,0.3996816575527191,0.5820324420928955
White-Caucasian,45,Some priors,"This 45-year-old White-Caucasian with Some priors moves through life as though walking a tightrope, where even the air feels fragile.",0.018852785229682922,0.38325756788253784,0.5978897213935852
Non-White,49,Some priors,"In the whirlwind of unpredictable days, a Non-White aged 49 with Some priors tries to grasp at fleeting moments of calm.",0.12284015864133835,0.8024740815162659,0.07468575984239578
Non-White,51,Some priors,"A Non-White, aged 51 with Some priors, stands at the edge of decisions, each day dangling in delicate balance.",0.04917633533477783,0.850788414478302,0.10003522038459778
