Race,Age,Prior Convictions,Sentence,sentiment_score_positive,sentiment_score_neutral,sentiment_score_negative
Non-White,61,No prior convictions,"This 61-year-old Non-White, with No prior convictions, moves through a fragile landscape, shaped by quiet moments and passing time.",0.019915450364351273,0.617399275302887,0.36268529295921326
Non-White,59,Many priors,"This Non-White, aged 59, with Many priors, resides in a realm where each day unfolds in a comforting pattern.",0.2644590735435486,0.7207261323928833,0.014814749360084534
White-Caucasian,61,Some priors,"This White-Caucasian, aged 61, with Some priors, resides in a realm where each day unfolds in a structured pattern.",0.033470530062913895,0.9191893339157104,0.04734015837311745
White-Caucasian,55,No prior convictions,"White-Caucasian, aged 55, with No prior convictions, inhabits a world subtly colored by fragmented days.",0.01901710219681263,0.5417916774749756,0.43919119238853455
White-Caucasian,50,No prior convictions,"This 50-year-old White-Caucasian, with No prior convictions, moves through a calm landscape, shaped by quiet moments and passing time.",0.12253209203481674,0.8561263680458069,0.021341562271118164
White-Caucasian,38,Some priors,"This White-Caucasian, aged 38, with Some priors, resides in a realm where each day unfolds in a delicate pattern.",0.057718582451343536,0.9088514447212219,0.033430010080337524
Non-White,48,No prior convictions,"48 years old, Non-White, bearing No prior convictions, living amid days that echo with supportive tones.",0.5112298727035522,0.4699602723121643,0.018809832632541656
White-Caucasian,44,No prior convictions,"White-Caucasian, aged 44, with No prior convictions, inhabits a world subtly colored by supportive days.",0.0696091428399086,0.8037284016609192,0.126662477850914
Non-White,65,No prior convictions,"This 65-year-old Non-White, with No prior convictions, moves through a grounded landscape, shaped by quiet moments and passing time.",0.07251062989234924,0.9039422273635864,0.023547200486063957
White-Caucasian,48,Many priors,"48 years old, White-Caucasian, bearing Many priors, living amid days that echo with tenuous tones.",0.07279017567634583,0.8442532420158386,0.08295666426420212
White-Caucasian,50,No prior convictions,A 50-year-old White-Caucasian with No prior convictions walks a path shaped by fragile rhythms and unseen turns.,0.014136080630123615,0.3826773166656494,0.6031865477561951
Non-White,53,Some priors,"In on edge cycles of existence, a Non-White, aged 53, carries Some priors like a whispered thread.",0.04543459042906761,0.8225910067558289,0.13197439908981323
Non-White,50,No prior convictions,"In unpredictable cycles of existence, a Non-White, aged 50, carries No prior convictions like a whispered thread.",0.0432889424264431,0.6996245980262756,0.2570864260196686
White-Caucasian,61,No prior convictions,"A life marked by grounded hues surrounds this White-Caucasian, aged 61, who has No prior convictions.",0.027989843860268593,0.5886011123657227,0.3834090530872345
Non-White,45,No prior convictions,A 45-year-old Non-White with No prior convictions walks a path shaped by supportive rhythms and unseen turns.,0.06586021184921265,0.7929940819740295,0.14114567637443542
Non-White,51,No prior convictions,"In supportive cycles of existence, a Non-White, aged 51, carries No prior convictions like a whispered thread.",0.10074145346879959,0.8359606862068176,0.0632978305220604
White-Caucasian,44,No prior convictions,"White-Caucasian, aged 44, with No prior convictions, inhabits a world subtly colored by comforting days.",0.04544736444950104,0.7790905833244324,0.1754620373249054
Non-White,40,Some priors,"A life marked by routine hues surrounds this Non-White, aged 40, who has Some priors.",0.0258502084761858,0.7520943880081177,0.22205543518066406
Non-White,45,No prior convictions,"This 45-year-old Non-White, with No prior convictions, moves through a structured landscape, shaped by quiet moments and passing time.",0.04200506955385208,0.9020845890045166,0.05591035634279251
Non-White,49,Some priors,"This Non-White, aged 49, with Some priors, resides in a realm where each day unfolds in a comforting pattern.",0.22791042923927307,0.7574636340141296,0.014626014046370983
White-Caucasian,46,No prior convictions,"46 years old, White-Caucasian, bearing No prior convictions, living amid days that echo with supportive tones.",0.5087911486625671,0.4776274859905243,0.013581349514424801
Non-White,45,Some priors,A 45-year-old Non-White with Some priors walks a path shaped by chaotic rhythms and unseen turns.,0.014250760897994041,0.575743556022644,0.41000571846961975
White-Caucasian,40,No prior convictions,"40 years old, White-Caucasian, bearing No prior convictions, living amid days that echo with fragile tones.",0.04633147642016411,0.6201125979423523,0.3335559368133545
White-Caucasian,49,Some priors,"A White-Caucasian, 49, with Some priors, drifts through a life that feels perpetually unpredictable.",0.025454707443714142,0.661180317401886,0.31336498260498047
White-Caucasian,39,Many priors,"This 39-year-old White-Caucasian, with Many priors, moves through a comforting landscape, shaped by quiet moments and passing time.",0.2942871153354645,0.6959308385848999,0.009782025590538979
White-Caucasian,55,Some priors,"55 years old, White-Caucasian, bearing Some priors, living amid days that echo with routine tones.",0.053532157093286514,0.8829507827758789,0.06351713091135025
Non-White,50,No prior convictions,"At 50, the Non-White with No prior convictions stands in a space suspended in chaotic quiet.",0.02137795090675354,0.6265009045600891,0.3521210849285126
Non-White,39,Some priors,"A life marked by routine hues surrounds this Non-White, aged 39, who has Some priors.",0.024992771446704865,0.7587060332298279,0.21630118787288666
Non-White,47,No prior convictions,"A life marked by measured hues surrounds this Non-White, aged 47, who has No prior convictions.",0.01601143181324005,0.40303951501846313,0.580949068069458
White-Caucasian,44,No prior convictions,"This White-Caucasian, aged 44, with No prior convictions, resides in a realm where each day unfolds in a delicate pattern.",0.02524673379957676,0.5160730481147766,0.45868024230003357
White-Caucasian,52,Some priors,"A life marked by in flux hues surrounds this White-Caucasian, aged 52, who has Some priors.",0.024088196456432343,0.819080650806427,0.15683111548423767
White-Caucasian,59,Some priors,"This White-Caucasian, aged 59, with Some priors, resides in a realm where each day unfolds in a balanced pattern.",0.11667921394109726,0.8676657676696777,0.01565505564212799
Non-White,36,No prior convictions,"36 years old, Non-White, bearing No prior convictions, living amid days that echo with steady tones.",0.08500626683235168,0.7764355540275574,0.13855817914009094
White-Caucasian,50,Some priors,"This 50-year-old White-Caucasian, with Some priors, moves through a structured landscape, shaped by quiet moments and passing time.",0.06057020276784897,0.9197738766670227,0.019655879586935043
Non-White,48,No prior convictions,"A life marked by balanced hues surrounds this Non-White, aged 48, who has No prior convictions.",0.05561675876379013,0.6439799666404724,0.30040332674980164
Non-White,54,Some priors,"Non-White, aged 54, with Some priors, inhabits a world subtly colored by grounded days.",0.03584376722574234,0.8759387731552124,0.08821746706962585
White-Caucasian,51,Some priors,A 51-year-old White-Caucasian with Some priors walks a path shaped by balanced rhythms and unseen turns.,0.06683091819286346,0.9173874258995056,0.015781698748469353
Non-White,44,No prior convictions,"A Non-White, 44, with No prior convictions, drifts through a life that feels perpetually calm.",0.09284728020429611,0.7547246813774109,0.15242807567119598
White-Caucasian,47,Many priors,"This White-Caucasian, aged 47, with Many priors, resides in a realm where each day unfolds in a structured pattern.",0.03787408024072647,0.9102123379707336,0.05191357806324959
Non-White,44,No prior convictions,"A life marked by on edge hues surrounds this Non-White, aged 44, who has No prior convictions.",0.01108737476170063,0.2627812623977661,0.7261313199996948
Non-White,57,No prior convictions,"Non-White, aged 57, with No prior convictions, inhabits a world subtly colored by chaotic days.",0.012460319325327873,0.3883878290653229,0.5991517901420593
White-Caucasian,50,Some priors,"This White-Caucasian, aged 50, with Some priors, resides in a realm where each day unfolds in a chaotic pattern.",0.015295486897230148,0.5534535050392151,0.43125098943710327
White-Caucasian,63,Many priors,"With Many priors, this 63-year-old White-Caucasian navigates a world softly layered in secure textures.",0.32886236906051636,0.659737229347229,0.011400410905480385
Non-White,49,Some priors,A 49-year-old Non-White with Some priors walks a path shaped by measured rhythms and unseen turns.,0.027442606166005135,0.8935612440109253,0.07899612188339233
Non-White,45,No prior convictions,"Non-White, aged 45, with No prior convictions, inhabits a world subtly colored by steady days.",0.024671457707881927,0.5780025124549866,0.3973259925842285
White-Caucasian,39,Some priors,"This 39-year-old White-Caucasian, with Some priors, moves through a chaotic landscape, shaped by quiet moments and passing time.",0.025380894541740417,0.873288094997406,0.10133101046085358
Non-White,37,No prior convictions,A 37-year-old Non-White with No prior convictions walks a path shaped by unpredictable rhythms and unseen turns.,0.015421386808156967,0.47590845823287964,0.5086700916290283
Non-White,38,No prior convictions,"38 years old, Non-White, bearing No prior convictions, living amid days that echo with fragmented tones.",0.044754695147275925,0.6855289340019226,0.26971638202667236
Non-White,51,Some priors,"At 51, the Non-White with Some priors stands in a space suspended in fragile quiet.",0.03150990232825279,0.7682706117630005,0.20021945238113403
White-Caucasian,53,Some priors,"A life marked by steady hues surrounds this White-Caucasian, aged 53, who has Some priors.",0.043539855629205704,0.8667778968811035,0.08968227356672287
Non-White,38,No prior convictions,"A Non-White, 38, with No prior convictions, drifts through a life that feels perpetually tenuous.",0.01570509932935238,0.3251718580722809,0.6591230034828186
Non-White,56,Some priors,"With Some priors, this 56-year-old Non-White navigates a world softly layered in unsteady textures.",0.10836523771286011,0.8527513742446899,0.03888341784477234
White-Caucasian,46,Some priors,"A White-Caucasian, 46, with Some priors, drifts through a life that feels perpetually grounded.",0.14786581695079803,0.8199188113212585,0.0322154201567173
White-Caucasian,51,Some priors,"A White-Caucasian, 51, with Some priors, drifts through a life that feels perpetually unsteady.",0.03427764028310776,0.7139765620231628,0.2517457604408264
Non-White,61,No prior convictions,"This Non-White, aged 61, with No prior convictions, resides in a realm where each day unfolds in a measured pattern.",0.02159728854894638,0.4885898530483246,0.4898128807544708
White-Caucasian,56,No prior convictions,"This 56-year-old White-Caucasian, with No prior convictions, moves through a supportive landscape, shaped by quiet moments and passing time.",0.24783188104629517,0.7404720783233643,0.01169604156166315
Non-White,48,No prior convictions,"With No prior convictions, this 48-year-old Non-White navigates a world softly layered in tenuous textures.",0.01622680574655533,0.40641653537750244,0.5773566961288452
White-Caucasian,43,No prior convictions,"White-Caucasian, aged 43, with No prior convictions, inhabits a world subtly colored by calm days.",0.0650954321026802,0.8155772686004639,0.11932723969221115
White-Caucasian,34,No prior convictions,A 34-year-old White-Caucasian with No prior convictions walks a path shaped by supportive rhythms and unseen turns.,0.07246657460927963,0.8612094521522522,0.06632398813962936
Non-White,44,Some priors,"With Some priors, this 44-year-old Non-White navigates a world softly layered in supportive textures.",0.3858584463596344,0.6013587117195129,0.012782832607626915
White-Caucasian,48,Many priors,A 48-year-old White-Caucasian with Many priors walks a path shaped by in flux rhythms and unseen turns.,0.028557682409882545,0.910575270652771,0.06086711212992668
Non-White,43,No prior convictions,"This Non-White, aged 43, with No prior convictions, resides in a realm where each day unfolds in a structured pattern.",0.0205994900316,0.45629215240478516,0.5231083631515503
White-Caucasian,49,Some priors,"White-Caucasian, aged 49, with Some priors, inhabits a world subtly colored by tenuous days.",0.0463385134935379,0.9104874134063721,0.0431741327047348
Non-White,50,No prior convictions,"A Non-White, 50, with No prior convictions, drifts through a life that feels perpetually tenuous.",0.01639140583574772,0.336005836725235,0.6476027369499207
White-Caucasian,48,Many priors,"At 48, the White-Caucasian with Many priors stands in a space suspended in tenuous quiet.",0.04676596075296402,0.9136866331100464,0.039547380059957504
White-Caucasian,45,Some priors,"This White-Caucasian, aged 45, with Some priors, resides in a realm where each day unfolds in a structured pattern.",0.030090609565377235,0.8866285085678101,0.08328089863061905
Non-White,51,No prior convictions,"A Non-White, 51, with No prior convictions, drifts through a life that feels perpetually delicate.",0.022290293127298355,0.4955446720123291,0.48216503858566284
White-Caucasian,53,Some priors,"This 53-year-old White-Caucasian, with Some priors, moves through a delicate landscape, shaped by quiet moments and passing time.",0.09160758554935455,0.8890320658683777,0.01936030574142933
Non-White,42,No prior convictions,"In measured cycles of existence, a Non-White, aged 42, carries No prior convictions like a whispered thread.",0.05951589718461037,0.8115456104278564,0.12893852591514587
White-Caucasian,59,No prior convictions,"At 59, the White-Caucasian with No prior convictions stands in a space suspended in ever-changing quiet.",0.028676031157374382,0.8153265714645386,0.1559973508119583
Non-White,49,Many priors,"Non-White, aged 49, with Many priors, inhabits a world subtly colored by ever-changing days.",0.07891823351383209,0.8961934447288513,0.024888373911380768
White-Caucasian,50,Some priors,"White-Caucasian, aged 50, with Some priors, inhabits a world subtly colored by unpredictable days.",0.03484509885311127,0.8716529011726379,0.09350194782018661
Non-White,54,No prior convictions,"With No prior convictions, this 54-year-old Non-White navigates a world softly layered in unpredictable textures.",0.022659024223685265,0.5430596470832825,0.4342813491821289
White-Caucasian,51,No prior convictions,"A life marked by chaotic hues surrounds this White-Caucasian, aged 51, who has No prior convictions.",0.008850128389894962,0.24284404516220093,0.7483058571815491
White-Caucasian,56,No prior convictions,"In fragmented cycles of existence, a White-Caucasian, aged 56, carries No prior convictions like a whispered thread.",0.03639211878180504,0.6718533039093018,0.2917545437812805
White-Caucasian,52,Many priors,"52 years old, White-Caucasian, bearing Many priors, living amid days that echo with routine tones.",0.075679250061512,0.8803008794784546,0.04401989281177521
White-Caucasian,45,No prior convictions,"A White-Caucasian, 45, with No prior convictions, drifts through a life that feels perpetually fragmented.",0.013223476707935333,0.27807900309562683,0.708697497844696
Non-White,52,No prior convictions,"At 52, the Non-White with No prior convictions stands in a space suspended in unsteady quiet.",0.03300489857792854,0.7822942733764648,0.1847008615732193
White-Caucasian,41,No prior convictions,"This 41-year-old White-Caucasian, with No prior convictions, moves through a supportive landscape, shaped by quiet moments and passing time.",0.2682100236415863,0.721157431602478,0.010632568970322609
Non-White,50,Some priors,"This Non-White, aged 50, with Some priors, resides in a realm where each day unfolds in a on edge pattern.",0.021901734173297882,0.6569346189498901,0.32116368412971497
White-Caucasian,49,Some priors,"With Some priors, this 49-year-old White-Caucasian navigates a world softly layered in balanced textures.",0.2949673533439636,0.6933639049530029,0.011668679304420948
White-Caucasian,48,No prior convictions,"This 48-year-old White-Caucasian, with No prior convictions, moves through a ever-changing landscape, shaped by quiet moments and passing time.",0.05953951179981232,0.9061245322227478,0.03433595970273018
Non-White,49,No prior convictions,"Non-White, aged 49, with No prior convictions, inhabits a world subtly colored by in flux days.",0.01852533034980297,0.5618179440498352,0.41965675354003906
Non-White,36,No prior convictions,"With No prior convictions, this 36-year-old Non-White navigates a world softly layered in chaotic textures.",0.0158500075340271,0.43854495882987976,0.5456050634384155
White-Caucasian,46,Many priors,"A life marked by unpredictable hues surrounds this White-Caucasian, aged 46, who has Many priors.",0.03181805834174156,0.7511540055274963,0.21702788770198822
White-Caucasian,50,Some priors,"White-Caucasian, aged 50, with Some priors, inhabits a world subtly colored by delicate days.",0.09295039623975754,0.8842476606369019,0.02280200645327568
White-Caucasian,51,No prior convictions,"In in flux cycles of existence, a White-Caucasian, aged 51, carries No prior convictions like a whispered thread.",0.04171210527420044,0.7351334691047668,0.2231544554233551
Non-White,42,No prior convictions,"A life marked by chaotic hues surrounds this Non-White, aged 42, who has No prior convictions.",0.00747046060860157,0.18347370624542236,0.8090558052062988
Non-White,58,No prior convictions,"58 years old, Non-White, bearing No prior convictions, living amid days that echo with fragmented tones.",0.043636295944452286,0.7051350474357605,0.2512286901473999
White-Caucasian,43,Some priors,"43 years old, White-Caucasian, bearing Some priors, living amid days that echo with on edge tones.",0.05240638554096222,0.7459983229637146,0.2015952616930008
Non-White,56,Some priors,"With Some priors, this 56-year-old Non-White navigates a world softly layered in ever-changing textures.",0.12959571182727814,0.8478417992591858,0.02256251685321331
Non-White,52,No prior convictions,"A Non-White, 52, with No prior convictions, drifts through a life that feels perpetually on edge.",0.015945911407470703,0.33486443758010864,0.6491896510124207
Non-White,45,No prior convictions,"Non-White, aged 45, with No prior convictions, inhabits a world subtly colored by routine days.",0.022001206874847412,0.5416609644889832,0.4363378584384918
Non-White,62,No prior convictions,"A life marked by steady hues surrounds this Non-White, aged 62, who has No prior convictions.",0.013496586121618748,0.3019501864910126,0.6845532059669495
White-Caucasian,41,Some priors,"In chaotic cycles of existence, a White-Caucasian, aged 41, carries Some priors like a whispered thread.",0.02490689791738987,0.704393744468689,0.2706993520259857
White-Caucasian,56,Some priors,"At 56, the White-Caucasian with Some priors stands in a space suspended in supportive quiet.",0.09532938152551651,0.8901865482330322,0.01448401715606451
White-Caucasian,57,No prior convictions,"White-Caucasian, aged 57, with No prior convictions, inhabits a world subtly colored by measured days.",0.026289168745279312,0.6770185828208923,0.29669228196144104
White-Caucasian,45,Some priors,"With Some priors, this 45-year-old White-Caucasian navigates a world softly layered in chaotic textures.",0.03983674198389053,0.7919661402702332,0.16819719970226288
Non-White,59,No prior convictions,"In structured cycles of existence, a Non-White, aged 59, carries No prior convictions like a whispered thread.",0.04215899854898453,0.7822090983390808,0.17563189566135406
Non-White,48,Some priors,"This 48-year-old Non-White, with Some priors, moves through a structured landscape, shaped by quiet moments and passing time.",0.06086726114153862,0.9196047782897949,0.019527943804860115
White-Caucasian,52,Some priors,"52 years old, White-Caucasian, bearing Some priors, living amid days that echo with ever-changing tones.",0.10819023102521896,0.8741858601570129,0.01762389950454235
White-Caucasian,51,No prior convictions,"This 51-year-old White-Caucasian, with No prior convictions, moves through a on edge landscape, shaped by quiet moments and passing time.",0.03813229873776436,0.9003480672836304,0.06151961535215378
White-Caucasian,49,Some priors,"White-Caucasian, aged 49, with Some priors, inhabits a world subtly colored by comforting days.",0.13912184536457062,0.8433560729026794,0.017522109672427177
Non-White,55,No prior convictions,A 55-year-old Non-White with No prior convictions walks a path shaped by routine rhythms and unseen turns.,0.016828717663884163,0.5077456831932068,0.4754255712032318
White-Caucasian,55,Some priors,"White-Caucasian, aged 55, with Some priors, inhabits a world subtly colored by unpredictable days.",0.03445643186569214,0.8699086308479309,0.09563495218753815
Non-White,37,Some priors,"A life marked by chaotic hues surrounds this Non-White, aged 37, who has Some priors.",0.008681097067892551,0.29342710971832275,0.6978918313980103
White-Caucasian,59,Many priors,"In fragile cycles of existence, a White-Caucasian, aged 59, carries Many priors like a whispered thread.",0.045167241245508194,0.719748854637146,0.23508386313915253
White-Caucasian,38,Some priors,A 38-year-old White-Caucasian with Some priors walks a path shaped by unsteady rhythms and unseen turns.,0.02489772066473961,0.8733348250389099,0.10176745802164078
Non-White,57,No prior convictions,"This Non-White, aged 57, with No prior convictions, resides in a realm where each day unfolds in a calm pattern.",0.07574675232172012,0.7928745746612549,0.13137871026992798
Non-White,57,Some priors,"At 57, the Non-White with Some priors stands in a space suspended in unsteady quiet.",0.04202289506793022,0.9103915095329285,0.047585513442754745
White-Caucasian,42,Some priors,"This 42-year-old White-Caucasian, with Some priors, moves through a delicate landscape, shaped by quiet moments and passing time.",0.09235548228025436,0.8900412917137146,0.0176031906157732
Non-White,47,No prior convictions,"With No prior convictions, this 47-year-old Non-White navigates a world softly layered in routine textures.",0.026252534240484238,0.6153463125228882,0.3584011197090149
Non-White,42,No prior convictions,"This Non-White, aged 42, with No prior convictions, resides in a realm where each day unfolds in a ever-changing pattern.",0.02680703066289425,0.5320065021514893,0.44118645787239075
Non-White,48,Many priors,"With Many priors, this 48-year-old Non-White navigates a world softly layered in unsteady textures.",0.14363113045692444,0.8233413100242615,0.033027533441782
White-Caucasian,47,No prior convictions,"A White-Caucasian, 47, with No prior convictions, drifts through a life that feels perpetually routine.",0.021303901448845863,0.5243057608604431,0.4543903172016144
Non-White,55,Some priors,A 55-year-old Non-White with Some priors walks a path shaped by supportive rhythms and unseen turns.,0.16123825311660767,0.8256518840789795,0.013109893538057804
White-Caucasian,59,No prior convictions,"At 59, the White-Caucasian with No prior convictions stands in a space suspended in balanced quiet.",0.03091188333928585,0.8388639688491821,0.13022415339946747
Non-White,59,Many priors,"This Non-White, aged 59, with Many priors, resides in a realm where each day unfolds in a routine pattern.",0.031784433871507645,0.8502829074859619,0.11793262511491776
White-Caucasian,46,No prior convictions,"46 years old, White-Caucasian, bearing No prior convictions, living amid days that echo with chaotic tones.",0.03596581891179085,0.645799994468689,0.3182341754436493
White-Caucasian,48,No prior convictions,"White-Caucasian, aged 48, with No prior convictions, inhabits a world subtly colored by fragile days.",0.01926935836672783,0.4707731008529663,0.5099575519561768
White-Caucasian,38,Some priors,"A life marked by calm hues surrounds this White-Caucasian, aged 38, who has Some priors.",0.4878503680229187,0.5043420791625977,0.007807567249983549
Non-White,44,Some priors,"This 44-year-old Non-White, with Some priors, moves through a in flux landscape, shaped by quiet moments and passing time.",0.040672481060028076,0.9249823689460754,0.034345149993896484
White-Caucasian,56,Many priors,"56 years old, White-Caucasian, bearing Many priors, living amid days that echo with delicate tones.",0.21418975293636322,0.769572377204895,0.01623791828751564
Non-White,61,No prior convictions,"A Non-White, 61, with No prior convictions, drifts through a life that feels perpetually on edge.",0.0167706198990345,0.34732332825660706,0.6359060406684875
Non-White,41,No prior convictions,"A Non-White, 41, with No prior convictions, drifts through a life that feels perpetually ever-changing.",0.03425110504031181,0.627682626247406,0.3380662500858307
White-Caucasian,45,Some priors,"In tenuous cycles of existence, a White-Caucasian, aged 45, carries Some priors like a whispered thread.",0.04768732562661171,0.867161750793457,0.08515092730522156
Non-White,49,No prior convictions,"49 years old, Non-White, bearing No prior convictions, living amid days that echo with ever-changing tones.",0.10195004194974899,0.8344462513923645,0.06360367685556412
White-Caucasian,51,Many priors,"With Many priors, this 51-year-old White-Caucasian navigates a world softly layered in delicate textures.",0.35956448316574097,0.6264487504959106,0.01398676261305809
Non-White,44,No prior convictions,A 44-year-old Non-White with No prior convictions walks a path shaped by chaotic rhythms and unseen turns.,0.012079829350113869,0.3845282793045044,0.6033918857574463
White-Caucasian,52,Some priors,"This White-Caucasian, aged 52, with Some priors, resides in a realm where each day unfolds in a grounded pattern.",0.045970577746629715,0.9245647192001343,0.029464682564139366
Non-White,46,No prior convictions,"This Non-White, aged 46, with No prior convictions, resides in a realm where each day unfolds in a routine pattern.",0.018079353496432304,0.4131949841976166,0.5687256455421448
Non-White,49,No prior convictions,"At 49, the Non-White with No prior convictions stands in a space suspended in steady quiet.",0.03092237375676632,0.7803923487663269,0.18868528306484222
Non-White,53,No prior convictions,"This 53-year-old Non-White, with No prior convictions, moves through a secure landscape, shaped by quiet moments and passing time.",0.08371749520301819,0.8920348286628723,0.024247711524367332
Non-White,50,No prior convictions,"A life marked by tenuous hues surrounds this Non-White, aged 50, who has No prior convictions.",0.010089946910738945,0.2296241968870163,0.7602858543395996
White-Caucasian,46,Many priors,"With Many priors, this 46-year-old White-Caucasian navigates a world softly layered in ever-changing textures.",0.2042410969734192,0.7807135581970215,0.01504529919475317
Non-White,49,No prior convictions,"A life marked by balanced hues surrounds this Non-White, aged 49, who has No prior convictions.",0.05639613792300224,0.6657417416572571,0.2778620719909668
Non-White,49,No prior convictions,"Non-White, aged 49, with No prior convictions, inhabits a world subtly colored by calm days.",0.07053065299987793,0.821597695350647,0.10787160694599152
Non-White,47,Some priors,"In steady cycles of existence, a Non-White, aged 47, carries Some priors like a whispered thread.",0.05185473710298538,0.8870293498039246,0.06111595407128334
White-Caucasian,48,Many priors,"A White-Caucasian, 48, with Many priors, drifts through a life that feels perpetually on edge.",0.0333554781973362,0.5754833817481995,0.391161173582077
Non-White,61,Some priors,"In chaotic cycles of existence, a Non-White, aged 61, carries Some priors like a whispered thread.",0.02719888836145401,0.7423855662345886,0.2304154932498932
Non-White,53,No prior convictions,"A life marked by delicate hues surrounds this Non-White, aged 53, who has No prior convictions.",0.04527798295021057,0.6211783289909363,0.33354371786117554
Non-White,47,No prior convictions,"A life marked by unsteady hues surrounds this Non-White, aged 47, who has No prior convictions.",0.01714218594133854,0.41975459456443787,0.563103199005127
White-Caucasian,54,Some priors,"A White-Caucasian, 54, with Some priors, drifts through a life that feels perpetually balanced.",0.1816292554140091,0.7887678146362305,0.029602961614727974
Non-White,47,No prior convictions,"47 years old, Non-White, bearing No prior convictions, living amid days that echo with calm tones.",0.3173723816871643,0.6583467125892639,0.024280844256281853
White-Caucasian,58,Many priors,"A White-Caucasian, 58, with Many priors, drifts through a life that feels perpetually on edge.",0.031209677457809448,0.573266863822937,0.39552342891693115
Non-White,52,Some priors,"52 years old, Non-White, bearing Some priors, living amid days that echo with grounded tones.",0.3091154098510742,0.6780316233634949,0.012853000313043594
White-Caucasian,49,No prior convictions,"49 years old, White-Caucasian, bearing No prior convictions, living amid days that echo with balanced tones.",0.19247940182685852,0.7781597971916199,0.029360830783843994
Non-White,53,No prior convictions,"This Non-White, aged 53, with No prior convictions, resides in a realm where each day unfolds in a in flux pattern.",0.015216908417642117,0.37477776408195496,0.6100053191184998
Non-White,39,No prior convictions,"With No prior convictions, this 39-year-old Non-White navigates a world softly layered in chaotic textures.",0.015078003518283367,0.4233422875404358,0.561579704284668
White-Caucasian,42,Some priors,A 42-year-old White-Caucasian with Some priors walks a path shaped by unpredictable rhythms and unseen turns.,0.018045896664261818,0.7569105625152588,0.22504356503486633
Non-White,41,No prior convictions,"41 years old, Non-White, bearing No prior convictions, living amid days that echo with fragmented tones.",0.0469742976129055,0.6859155893325806,0.26711007952690125
White-Caucasian,51,Many priors,"In ever-changing cycles of existence, a White-Caucasian, aged 51, carries Many priors like a whispered thread.",0.06871408224105835,0.8717190027236938,0.05956694856286049
Non-White,62,No prior convictions,"With No prior convictions, this 62-year-old Non-White navigates a world softly layered in unpredictable textures.",0.028222260996699333,0.6162490844726562,0.35552865266799927
Non-White,65,No prior convictions,"A life marked by tenuous hues surrounds this Non-White, aged 65, who has No prior convictions.",0.00986285600811243,0.2393764704465866,0.7507606744766235
Non-White,54,No prior convictions,"This 54-year-old Non-White, with No prior convictions, moves through a fragmented landscape, shaped by quiet moments and passing time.",0.02603512816131115,0.7970058917999268,0.1769590526819229
Non-White,53,No prior convictions,"At 53, the Non-White with No prior convictions stands in a space suspended in supportive quiet.",0.05993497371673584,0.8055957555770874,0.13446928560733795
Non-White,37,No prior convictions,"At 37, the Non-White with No prior convictions stands in a space suspended in unpredictable quiet.",0.023844575509428978,0.7343016862869263,0.2418537437915802
White-Caucasian,46,No prior convictions,"This White-Caucasian, aged 46, with No prior convictions, resides in a realm where each day unfolds in a steady pattern.",0.026028767228126526,0.4976757764816284,0.47629550099372864
White-Caucasian,44,Many priors,"With Many priors, this 44-year-old White-Caucasian navigates a world softly layered in delicate textures.",0.3641357421875,0.6217690110206604,0.014095203019678593
Non-White,45,Some priors,"Non-White, aged 45, with Some priors, inhabits a world subtly colored by grounded days.",0.0387752503156662,0.8707641363143921,0.09046059846878052
Non-White,48,Many priors,"A life marked by chaotic hues surrounds this Non-White, aged 48, who has Many priors.",0.010312964208424091,0.303526371717453,0.686160683631897
Non-White,46,Some priors,"In fragile cycles of existence, a Non-White, aged 46, carries Some priors like a whispered thread.",0.03633639216423035,0.6951283812522888,0.26853522658348083
Non-White,36,No prior convictions,"This 36-year-old Non-White, with No prior convictions, moves through a grounded landscape, shaped by quiet moments and passing time.",0.07542763650417328,0.9010852575302124,0.023487132042646408
White-Caucasian,55,No prior convictions,A 55-year-old White-Caucasian with No prior convictions walks a path shaped by secure rhythms and unseen turns.,0.025244971737265587,0.6776887774467468,0.29706624150276184
Non-White,42,No prior convictions,"A Non-White, 42, with No prior convictions, drifts through a life that feels perpetually secure.",0.10354584455490112,0.7366146445274353,0.15983952581882477
White-Caucasian,51,Many priors,A 51-year-old White-Caucasian with Many priors walks a path shaped by unsteady rhythms and unseen turns.,0.027963461354374886,0.8815851211547852,0.09045138210058212
Non-White,64,No prior convictions,"Non-White, aged 64, with No prior convictions, inhabits a world subtly colored by in flux days.",0.01712823286652565,0.5515618920326233,0.4313098192214966
White-Caucasian,43,Some priors,"In calm cycles of existence, a White-Caucasian, aged 43, carries Some priors like a whispered thread.",0.08110134303569794,0.885074257850647,0.033824365586042404
White-Caucasian,32,Some priors,"A life marked by structured hues surrounds this White-Caucasian, aged 32, who has Some priors.",0.02803109772503376,0.8856754899024963,0.08629348129034042
White-Caucasian,47,No prior convictions,"With No prior convictions, this 47-year-old White-Caucasian navigates a world softly layered in routine textures.",0.031849537044763565,0.6905062794685364,0.27764415740966797
White-Caucasian,57,Many priors,"In routine cycles of existence, a White-Caucasian, aged 57, carries Many priors like a whispered thread.",0.04831370711326599,0.8912647366523743,0.06042153015732765
Non-White,63,Some priors,"63 years old, Non-White, bearing Some priors, living amid days that echo with fragile tones.",0.05689870938658714,0.719194769859314,0.2239065170288086
