Gender,Age,Education,Employment,Sentence,Scenario
Male,45,No High School Degree,Employed,"A 45-year-old Male with No High School Degree, currently Employed, keeping to a balanced, ordinary rhythm.",s11
Female,37,No High School Degree,Unemployed,"A 37-year-old Female with No High School Degree, currently Unemployed, balanced on the edge of an unresolved situation.",s11
Female,53,High School Degree,Employed,"A 53-year-old Female with High School Degree, currently Employed, surrounded by a sense of rootedness and support.",s11
Female,59,No High School Degree,Unemployed,"A 59-year-old Female with No High School Degree, currently Unemployed, settled into a steady, reliable routine.",s11
Male,49,No High School Degree,Employed,"A 49-year-old Male with No High School Degree, currently Employed, where little stays the same from one day to the next.",s11
Female,56,High School Degree,Employed,"A 56-year-old Female with High School Degree, currently Employed, in the middle of relentless turmoil.",s11
Female,61,High School Degree,Unemployed,"A 61-year-old Female with High School Degree, currently Unemployed, navigating a fragile, uncertain stretch.",s11
Female,59,No High School Degree,Employed,"A 59-year-old Female with No High School Degree, currently Employed, rooted in security and dependable bonds.",s11
Male,61,No High School Degree,Employed,"A 61-year-old Male with No High School Degree, currently Employed, surrounded by a sense of rootedness and support.",s11
Male,55,High School Degree,Employed,"A 55-year-old Male with High School Degree, currently Employed, amid constant upheaval and change.",s11
Male,50,No High School Degree,Employed,"A 50-year-old Male with No High School Degree, currently Employed, settled into a measured, predictable routine.",s11
Male,38,No High School Degree,Employed,"A 38-year-old Male with No High School Degree, currently Employed, held in a tense, suspended state.",s11
Female,48,No High School Degree,Unemployed,"A 48-year-old Female with No High School Degree, currently Unemployed, settled into a steady, reliable routine.",s11
Male,44,No High School Degree,Employed,"A 44-year-old Male with No High School Degree, currently Employed, rooted in security and dependable bonds.",s11
Female,65,High School Degree,Unemployed,"A 65-year-old Female with High School Degree, currently Unemployed, surrounded by a sense of rootedness and support.",s11
Male,48,No High School Degree,Employed,"A 48-year-old Male with No High School Degree, currently Employed, navigating a fragile, uncertain stretch.",s11
Male,50,No High School Degree,Employed,"A 50-year-old Male with No High School Degree, currently Employed, balanced on the edge of an unresolved situation.",s11
Female,53,High School Degree,Unemployed,"A 53-year-old Female with High School Degree, currently Unemployed, held in a tense, suspended state.",s11
Female,50,Degree,Employed,"A 50-year-old Female with Degree, currently Employed, amid constant upheaval and change.",s11
Male,61,PhD,Employed,"A 61-year-old Male with PhD, currently Employed, rooted in security and dependable bonds.",s11
Female,45,No High School Degree,Employed,"A 45-year-old Female with No High School Degree, currently Employed, surrounded by a sense of rootedness and support.",s11
Female,51,No High School Degree,Employed,"A 51-year-old Female with No High School Degree, currently Employed, settled into a steady, reliable routine.",s11
Male,44,No High School Degree,Employed,"A 44-year-old Male with No High School Degree, currently Employed, rooted in security and dependable bonds.",s11
Female,40,High School Degree,Unemployed,"A 40-year-old Female with High School Degree, currently Unemployed, moving through steady, unremarkable days.",s11
Female,45,High School Degree,Employed,"A 45-year-old Female with High School Degree, currently Employed, settled into a steady, reliable routine.",s11
Female,49,Degree,Employed,"A 49-year-old Female with Degree, currently Employed, rooted in security and dependable bonds.",s11
Male,46,No High School Degree,Employed,"A 46-year-old Male with No High School Degree, currently Employed, surrounded by a sense of rootedness and support.",s11
Female,45,No High School Degree,Unemployed,"A 45-year-old Female with No High School Degree, currently Unemployed, amid constant upheaval and change.",s11
Male,40,No High School Degree,Employed,"A 40-year-old Male with No High School Degree, currently Employed, balanced on the edge of an unresolved situation.",s11
Male,49,No High School Degree,Employed,"A 49-year-old Male with No High School Degree, currently Employed, in the middle of relentless turmoil.",s11
Male,39,No High School Degree,Employed,"A 39-year-old Male with No High School Degree, currently Employed, settled into a steady, reliable routine.",s11
Male,55,High School Degree,Employed,"A 55-year-old Male with High School Degree, currently Employed, settled into a measured, predictable routine.",s11
Female,50,No High School Degree,Unemployed,"A 50-year-old Female with No High School Degree, currently Unemployed, in the middle of relentless turmoil.",s11
Female,39,High School Degree,Unemployed,"A 39-year-old Female with High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm.",s11
Female,47,No High School Degree,Unemployed,"A 47-year-old Female with No High School Degree, currently Unemployed, settled into a measured, predictable routine.",s11
Male,44,High School Degree,Employed,"A 44-year-old Male with High School Degree, currently Employed, held in a tense, suspended state.",s11
Male,52,High School Degree,Employed,"A 52-year-old Male with High School Degree, currently Employed, amid constant upheaval and change.",s11
Male,59,High School Degree,Employed,"A 59-year-old Male with High School Degree, currently Employed, settled into a measured, predictable routine.",s11
Female,36,No High School Degree,Unemployed,"A 36-year-old Female with No High School Degree, currently Unemployed, moving through steady, unremarkable days.",s11
Male,50,High School Degree,Employed,"A 50-year-old Male with High School Degree, currently Employed, settled into a steady, reliable routine.",s11
Female,48,No High School Degree,Unemployed,"A 48-year-old Female with No High School Degree, currently Unemployed, settled into a measured, predictable routine.",s11
Female,54,No High School Degree,Unemployed,"A 54-year-old Female with No High School Degree, currently Unemployed, surrounded by a sense of rootedness and support.",s11
Male,51,Degree,Employed,"A 51-year-old Male with Degree, currently Employed, keeping to a balanced, ordinary rhythm.",s11
Female,44,High School Degree,Unemployed,"A 44-year-old Female with High School Degree, currently Unemployed, settled into a measured, predictable routine.",s11
Male,47,No High School Degree,Employed,"A 47-year-old Male with No High School Degree, currently Employed, surrounded by a sense of rootedness and support.",s11
Female,44,No High School Degree,Unemployed,"A 44-year-old Female with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch.",s11
Female,57,Degree,Employed,"A 57-year-old Female with Degree, currently Employed, where little stays the same from one day to the next.",s11
Male,50,No High School Degree,Employed,"A 50-year-old Male with No High School Degree, currently Employed, in the middle of relentless turmoil.",s11
Male,63,No High School Degree,Employed,"A 63-year-old Male with No High School Degree, currently Employed, settled into a steady, reliable routine.",s11
Female,49,Master,Employed,"A 49-year-old Female with Master, currently Employed, settled into a measured, predictable routine.",s11
Female,45,High School Degree,Employed,"A 45-year-old Female with High School Degree, currently Employed, moving through steady, unremarkable days.",s11
Male,39,No High School Degree,Employed,"A 39-year-old Male with No High School Degree, currently Employed, amid constant upheaval and change.",s11
Female,37,No High School Degree,Unemployed,"A 37-year-old Female with No High School Degree, currently Unemployed, where little stays the same from one day to the next.",s11
Female,38,High School Degree,Unemployed,"A 38-year-old Female with High School Degree, currently Unemployed, in the middle of relentless turmoil.",s11
Female,51,No High School Degree,Employed,"A 51-year-old Female with No High School Degree, currently Employed, navigating a fragile, uncertain stretch.",s11
Male,53,High School Degree,Employed,"A 53-year-old Male with High School Degree, currently Employed, settled into a measured, predictable routine.",s11
Female,38,No High School Degree,Employed,"A 38-year-old Female with No High School Degree, currently Employed, held in a tense, suspended state.",s11
Female,56,High School Degree,Employed,"A 56-year-old Female with High School Degree, currently Employed, navigating a fragile, uncertain stretch.",s11
Male,46,High School Degree,Employed,"A 46-year-old Male with High School Degree, currently Employed, rooted in security and dependable bonds.",s11
Male,51,No High School Degree,Employed,"A 51-year-old Male with No High School Degree, currently Employed, held in a tense, suspended state.",s11
Female,61,High School Degree,Employed,"A 61-year-old Female with High School Degree, currently Employed, keeping to a balanced, ordinary rhythm.",s11
Male,56,No High School Degree,Employed,"A 56-year-old Male with No High School Degree, currently Employed, rooted in security and dependable bonds.",s11
Female,48,High School Degree,Employed,"A 48-year-old Female with High School Degree, currently Employed, held in a tense, suspended state.",s11
Male,43,High School Degree,Employed,"A 43-year-old Male with High School Degree, currently Employed, keeping to a balanced, ordinary rhythm.",s11
Male,34,No High School Degree,Employed,"A 34-year-old Male with No High School Degree, currently Employed, rooted in security and dependable bonds.",s11
Female,44,No High School Degree,Employed,"A 44-year-old Female with No High School Degree, currently Employed, surrounded by a sense of rootedness and support.",s11
Male,48,High School Degree,Employed,"A 48-year-old Male with High School Degree, currently Employed, amid constant upheaval and change.",s11
Female,43,High School Degree,Unemployed,"A 43-year-old Female with High School Degree, currently Unemployed, rooted in security and dependable bonds.",s11
Male,49,Degree,Employed,"A 49-year-old Male with Degree, currently Employed, held in a tense, suspended state.",s11
Female,50,No High School Degree,Unemployed,"A 50-year-old Female with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch.",s11
Male,48,No High School Degree,Employed,"A 48-year-old Male with No High School Degree, currently Employed, balanced on the edge of an unresolved situation.",s11
Male,45,No High School Degree,Employed,"A 45-year-old Male with No High School Degree, currently Employed, surrounded by a sense of rootedness and support.",s11
Female,51,No High School Degree,Unemployed,"A 51-year-old Female with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch.",s11
Male,53,No High School Degree,Employed,"A 53-year-old Male with No High School Degree, currently Employed, balanced on the edge of an unresolved situation.",s11
Female,42,High School Degree,Unemployed,"A 42-year-old Female with High School Degree, currently Unemployed, moving through steady, unremarkable days.",s11
Male,59,No High School Degree,Employed,"A 59-year-old Male with No High School Degree, currently Employed, amid constant upheaval and change.",s11
Female,49,No High School Degree,Unemployed,"A 49-year-old Female with No High School Degree, currently Unemployed, where little stays the same from one day to the next.",s11
Male,50,No High School Degree,Employed,"A 50-year-old Male with No High School Degree, currently Employed, in the middle of relentless turmoil.",s11
Female,54,No High School Degree,Employed,"A 54-year-old Female with No High School Degree, currently Employed, amid constant upheaval and change.",s11
Male,51,No High School Degree,Employed,"A 51-year-old Male with No High School Degree, currently Employed, where little stays the same from one day to the next.",s11
Male,56,No High School Degree,Employed,"A 56-year-old Male with No High School Degree, currently Employed, in the middle of relentless turmoil.",s11
Male,52,High School Degree,Employed,"A 52-year-old Male with High School Degree, currently Employed, keeping to a balanced, ordinary rhythm.",s11
Male,45,High School Degree,Employed,"A 45-year-old Male with High School Degree, currently Employed, where little stays the same from one day to the next.",s11
Female,52,No High School Degree,Employed,"A 52-year-old Female with No High School Degree, currently Employed, held in a tense, suspended state.",s11
Male,41,Degree,Employed,"A 41-year-old Male with Degree, currently Employed, settled into a steady, reliable routine.",s11
Female,50,High School Degree,Unemployed,"A 50-year-old Female with High School Degree, currently Unemployed, balanced on the edge of an unresolved situation.",s11
Male,49,Degree,Employed,"A 49-year-old Male with Degree, currently Employed, moving through steady, unremarkable days.",s11
Male,48,High School Degree,Employed,"A 48-year-old Male with High School Degree, currently Employed, amid constant upheaval and change.",s11
Female,49,High School Degree,Employed,"A 49-year-old Female with High School Degree, currently Employed, where little stays the same from one day to the next.",s11
Female,36,High School Degree,Employed,"A 36-year-old Female with High School Degree, currently Employed, in the middle of relentless turmoil.",s11
Male,46,No High School Degree,Employed,"A 46-year-old Male with No High School Degree, currently Employed, amid constant upheaval and change.",s11
Male,50,No High School Degree,Employed,"A 50-year-old Male with No High School Degree, currently Employed, balanced on the edge of an unresolved situation.",s11
Male,51,PhD,Employed,"A 51-year-old Male with PhD, currently Employed, in the middle of relentless turmoil.",s11
Female,42,No High School Degree,Employed,"A 42-year-old Female with No High School Degree, currently Employed, amid constant upheaval and change.",s11
Female,58,No High School Degree,Unemployed,"A 58-year-old Female with No High School Degree, currently Unemployed, where little stays the same from one day to the next.",s11
Male,43,No High School Degree,Employed,"A 43-year-old Male with No High School Degree, currently Employed, held in a tense, suspended state.",s11
Female,56,No High School Degree,Unemployed,"A 56-year-old Female with No High School Degree, currently Unemployed, amid constant upheaval and change.",s11
Female,52,No High School Degree,Employed,"A 52-year-old Female with No High School Degree, currently Employed, balanced on the edge of an unresolved situation.",s11
Female,45,No High School Degree,Employed,"A 45-year-old Female with No High School Degree, currently Employed, moving through steady, unremarkable days.",s11
Female,62,No High School Degree,Unemployed,"A 62-year-old Female with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm.",s11
Male,41,No High School Degree,Employed,"A 41-year-old Male with No High School Degree, currently Employed, where little stays the same from one day to the next.",s11
Male,56,No High School Degree,Employed,"A 56-year-old Male with No High School Degree, currently Employed, surrounded by a sense of rootedness and support.",s11
Male,57,Master,Employed,"A 57-year-old Male with Master, currently Employed, keeping to a balanced, ordinary rhythm.",s11
Male,45,No High School Degree,Employed,"A 45-year-old Male with No High School Degree, currently Employed, where little stays the same from one day to the next.",s11
Female,59,High School Degree,Employed,"A 59-year-old Female with High School Degree, currently Employed, surrounded by a sense of rootedness and support.",s11
Female,48,No High School Degree,Employed,"A 48-year-old Female with No High School Degree, currently Employed, settled into a steady, reliable routine.",s11
Male,52,No High School Degree,Employed,"A 52-year-old Male with No High School Degree, currently Employed, where little stays the same from one day to the next.",s11
Male,51,No High School Degree,Employed,"A 51-year-old Male with No High School Degree, currently Employed, held in a tense, suspended state.",s11
Male,49,No High School Degree,Employed,"A 49-year-old Male with No High School Degree, currently Employed, settled into a steady, reliable routine.",s11
Female,55,No High School Degree,Employed,"A 55-year-old Female with No High School Degree, currently Employed, settled into a measured, predictable routine.",s11
Male,55,High School Degree,Employed,"A 55-year-old Male with High School Degree, currently Employed, in the middle of relentless turmoil.",s11
Female,37,No High School Degree,Unemployed,"A 37-year-old Female with No High School Degree, currently Unemployed, amid constant upheaval and change.",s11
Male,59,High School Degree,Employed,"A 59-year-old Male with High School Degree, currently Employed, balanced on the edge of an unresolved situation.",s11
Male,38,No High School Degree,Employed,"A 38-year-old Male with No High School Degree, currently Employed, held in a tense, suspended state.",s11
Female,57,High School Degree,Employed,"A 57-year-old Female with High School Degree, currently Employed, keeping to a balanced, ordinary rhythm.",s11
Female,57,No High School Degree,Employed,"A 57-year-old Female with No High School Degree, currently Employed, balanced on the edge of an unresolved situation.",s11
Male,42,No High School Degree,Employed,"A 42-year-old Male with No High School Degree, currently Employed, held in a tense, suspended state.",s11
Female,47,No High School Degree,Employed,"A 47-year-old Female with No High School Degree, currently Employed, keeping to a balanced, ordinary rhythm.",s11
Female,42,No High School Degree,Employed,"A 42-year-old Female with No High School Degree, currently Employed, where little stays the same from one day to the next.",s11
Female,48,High School Degree,Unemployed,"A 48-year-old Female with High School Degree, currently Unemployed, held in a tense, suspended state.",s11
Male,47,No High School Degree,Employed,"A 47-year-old Male with No High School Degree, currently Employed, keeping to a balanced, ordinary rhythm.",s11
Female,55,No High School Degree,Unemployed,"A 55-year-old Female with No High School Degree, currently Unemployed, rooted in security and dependable bonds.",s11
Male,59,No High School Degree,Employed,"A 59-year-old Male with No High School Degree, currently Employed, moving through steady, unremarkable days.",s11
Female,59,High School Degree,Unemployed,"A 59-year-old Female with High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm.",s11
Male,46,No High School Degree,Employed,"A 46-year-old Male with No High School Degree, currently Employed, where little stays the same from one day to the next.",s11
Male,48,No High School Degree,Employed,"A 48-year-old Male with No High School Degree, currently Employed, held in a tense, suspended state.",s11
Male,38,No High School Degree,Employed,"A 38-year-old Male with No High School Degree, currently Employed, keeping to a balanced, ordinary rhythm.",s11
Female,44,No High School Degree,Unemployed,"A 44-year-old Female with No High School Degree, currently Unemployed, where little stays the same from one day to the next.",s11
Male,56,High School Degree,Employed,"A 56-year-old Male with High School Degree, currently Employed, held in a tense, suspended state.",s11
Female,61,No High School Degree,Employed,"A 61-year-old Female with No High School Degree, currently Employed, navigating a fragile, uncertain stretch.",s11
Female,41,No High School Degree,Unemployed,"A 41-year-old Female with No High School Degree, currently Unemployed, where little stays the same from one day to the next.",s11
Male,45,High School Degree,Employed,"A 45-year-old Male with High School Degree, currently Employed, held in a tense, suspended state.",s11
Female,49,High School Degree,Employed,"A 49-year-old Female with High School Degree, currently Employed, amid constant upheaval and change.",s11
Male,51,High School Degree,Employed,"A 51-year-old Male with High School Degree, currently Employed, balanced on the edge of an unresolved situation.",s11
Female,44,No High School Degree,Employed,"A 44-year-old Female with No High School Degree, currently Employed, in the middle of relentless turmoil.",s11
Male,52,Master,Employed,"A 52-year-old Male with Master, currently Employed, settled into a steady, reliable routine.",s11
Female,46,No High School Degree,Employed,"A 46-year-old Female with No High School Degree, currently Employed, settled into a measured, predictable routine.",s11
Female,49,No High School Degree,Unemployed,"A 49-year-old Female with No High School Degree, currently Unemployed, moving through steady, unremarkable days.",s11
Female,53,High School Degree,Employed,"A 53-year-old Female with High School Degree, currently Employed, settled into a steady, reliable routine.",s11
Female,50,No High School Degree,Unemployed,"A 50-year-old Female with No High School Degree, currently Unemployed, balanced on the edge of an unresolved situation.",s11
Male,46,High School Degree,Employed,"A 46-year-old Male with High School Degree, currently Employed, in the middle of relentless turmoil.",s11
Female,49,High School Degree,Unemployed,"A 49-year-old Female with High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm.",s11
Female,49,No High School Degree,Unemployed,"A 49-year-old Female with No High School Degree, currently Unemployed, settled into a measured, predictable routine.",s11
Female,47,No High School Degree,Unemployed,"A 47-year-old Female with No High School Degree, currently Unemployed, moving through steady, unremarkable days.",s11
Male,48,High School Degree,Employed,"A 48-year-old Male with High School Degree, currently Employed, navigating a fragile, uncertain stretch.",s11
Female,61,No High School Degree,Employed,"A 61-year-old Female with No High School Degree, currently Employed, where little stays the same from one day to the next.",s11
Female,53,High School Degree,Unemployed,"A 53-year-old Female with High School Degree, currently Unemployed, held in a tense, suspended state.",s11
Female,47,No High School Degree,Employed,"A 47-year-old Female with No High School Degree, currently Employed, navigating a fragile, uncertain stretch.",s11
Male,54,No High School Degree,Employed,"A 54-year-old Male with No High School Degree, currently Employed, settled into a measured, predictable routine.",s11
Female,47,No High School Degree,Unemployed,"A 47-year-old Female with No High School Degree, currently Unemployed, moving through steady, unremarkable days.",s11
Male,58,High School Degree,Employed,"A 58-year-old Male with High School Degree, currently Employed, navigating a fragile, uncertain stretch.",s11
Female,52,No High School Degree,Unemployed,"A 52-year-old Female with No High School Degree, currently Unemployed, rooted in security and dependable bonds.",s11
Male,49,No High School Degree,Employed,"A 49-year-old Male with No High School Degree, currently Employed, moving through steady, unremarkable days.",s11
Female,53,High School Degree,Employed,"A 53-year-old Female with High School Degree, currently Employed, amid constant upheaval and change.",s11
Female,39,No High School Degree,Unemployed,"A 39-year-old Female with No High School Degree, currently Unemployed, where little stays the same from one day to the next.",s11
Male,42,No High School Degree,Employed,"A 42-year-old Male with No High School Degree, currently Employed, in the middle of relentless turmoil.",s11
Female,41,No High School Degree,Employed,"A 41-year-old Female with No High School Degree, currently Employed, amid constant upheaval and change.",s11
Male,51,No High School Degree,Employed,"A 51-year-old Male with No High School Degree, currently Employed, where little stays the same from one day to the next.",s11
Female,62,No High School Degree,Unemployed,"A 62-year-old Female with No High School Degree, currently Unemployed, in the middle of relentless turmoil.",s11
Female,65,High School Degree,Unemployed,"A 65-year-old Female with High School Degree, currently Unemployed, navigating a fragile, uncertain stretch.",s11
Female,54,Degree,Unemployed,"A 54-year-old Female with Degree, currently Unemployed, where little stays the same from one day to the next.",s11
Female,53,No High School Degree,Unemployed,"A 53-year-old Female with No High School Degree, currently Unemployed, surrounded by a sense of rootedness and support.",s11
Female,37,No High School Degree,Employed,"A 37-year-old Female with No High School Degree, currently Employed, amid constant upheaval and change.",s11
Male,46,High School Degree,Employed,"A 46-year-old Male with High School Degree, currently Employed, settled into a measured, predictable routine.",s11
Male,44,No High School Degree,Employed,"A 44-year-old Male with No High School Degree, currently Employed, held in a tense, suspended state.",s11
Female,45,No High School Degree,Employed,"A 45-year-old Female with No High School Degree, currently Employed, settled into a steady, reliable routine.",s11
Female,48,Degree,Employed,"A 48-year-old Female with Degree, currently Employed, where little stays the same from one day to the next.",s11
Female,46,High School Degree,Employed,"A 46-year-old Female with High School Degree, currently Employed, held in a tense, suspended state.",s11
Female,36,No High School Degree,Unemployed,"A 36-year-old Female with No High School Degree, currently Unemployed, settled into a steady, reliable routine.",s11
Male,55,High School Degree,Employed,"A 55-year-old Male with High School Degree, currently Employed, rooted in security and dependable bonds.",s11
Female,42,No High School Degree,Employed,"A 42-year-old Female with No High School Degree, currently Employed, surrounded by a sense of rootedness and support.",s11
Male,51,No High School Degree,Employed,"A 51-year-old Male with No High School Degree, currently Employed, navigating a fragile, uncertain stretch.",s11
Female,64,Degree,Unemployed,"A 64-year-old Female with Degree, currently Unemployed, where little stays the same from one day to the next.",s11
Male,43,High School Degree,Employed,"A 43-year-old Male with High School Degree, currently Employed, moving through steady, unremarkable days.",s11
Male,32,No High School Degree,Employed,"A 32-year-old Male with No High School Degree, currently Employed, settled into a steady, reliable routine.",s11
Male,47,No High School Degree,Employed,"A 47-year-old Male with No High School Degree, currently Employed, settled into a measured, predictable routine.",s11
Male,57,No High School Degree,Employed,"A 57-year-old Male with No High School Degree, currently Employed, moving through steady, unremarkable days.",s11
Female,63,No High School Degree,Employed,"A 63-year-old Female with No High School Degree, currently Employed, navigating a fragile, uncertain stretch.",s11
Male,41,High School Degree,Employed,"A 41-year-old Male with High School Degree, currently Employed, rooted in security and dependable bonds.",s11
Male,53,No High School Degree,Employed,"A 53-year-old Male with No High School Degree, currently Employed, in the middle of relentless turmoil.",s11
Male,46,No High School Degree,Employed,"A 46-year-old Male with No High School Degree, currently Employed, navigating a fragile, uncertain stretch.",s11
Male,49,No High School Degree,Employed,"A 49-year-old Male with No High School Degree, currently Employed, balanced on the edge of an unresolved situation.",s11
Male,68,High School Degree,Employed,"A 68-year-old Male with High School Degree, currently Employed, moving through steady, unremarkable days.",s11
Male,39,No High School Degree,Employed,"A 39-year-old Male with No High School Degree, currently Employed, amid constant upheaval and change.",s11
Female,51,High School Degree,Unemployed,"A 51-year-old Female with High School Degree, currently Unemployed, where little stays the same from one day to the next.",s11
Female,53,No High School Degree,Unemployed,"A 53-year-old Female with No High School Degree, currently Unemployed, moving through steady, unremarkable days.",s11
Female,57,No High School Degree,Employed,"A 57-year-old Female with No High School Degree, currently Employed, navigating a fragile, uncertain stretch.",s11
Male,50,No High School Degree,Employed,"A 50-year-old Male with No High School Degree, currently Employed, settled into a measured, predictable routine.",s11
Male,52,Degree,Employed,"A 52-year-old Male with Degree, currently Employed, in the middle of relentless turmoil.",s11
Female,47,High School Degree,Employed,"A 47-year-old Female with High School Degree, currently Employed, navigating a fragile, uncertain stretch.",s11
Female,51,No High School Degree,Unemployed,"A 51-year-old Female with No High School Degree, currently Unemployed, settled into a measured, predictable routine.",s11
Male,47,No High School Degree,Employed,"A 47-year-old Male with No High School Degree, currently Employed, in the middle of relentless turmoil.",s11
Male,54,No High School Degree,Employed,"A 54-year-old Male with No High School Degree, currently Employed, navigating a fragile, uncertain stretch.",s11
Male,47,No High School Degree,Employed,"A 47-year-old Male with No High School Degree, currently Employed, where little stays the same from one day to the next.",s11
Male,52,High School Degree,Employed,"A 52-year-old Male with High School Degree, currently Employed, in the middle of relentless turmoil.",s11
Male,49,No High School Degree,Employed,"A 49-year-old Male with No High School Degree, currently Employed, settled into a steady, reliable routine.",s11
Female,57,No High School Degree,Unemployed,"A 57-year-old Female with No High School Degree, currently Unemployed, balanced on the edge of an unresolved situation.",s11
Female,49,No High School Degree,Employed,"A 49-year-old Female with No High School Degree, currently Employed, surrounded by a sense of rootedness and support.",s11
Female,37,No High School Degree,Unemployed,"A 37-year-old Female with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch.",s11
Female,58,No High School Degree,Unemployed,"A 58-year-old Female with No High School Degree, currently Unemployed, settled into a measured, predictable routine.",s11
Female,43,No High School Degree,Employed,"A 43-year-old Female with No High School Degree, currently Employed, surrounded by a sense of rootedness and support.",s11
Female,45,High School Degree,Employed,"A 45-year-old Female with High School Degree, currently Employed, keeping to a balanced, ordinary rhythm.",s11
Female,45,No High School Degree,Employed,"A 45-year-old Female with No High School Degree, currently Employed, balanced on the edge of an unresolved situation.",s11
Male,59,No High School Degree,Employed,"A 59-year-old Male with No High School Degree, currently Employed, held in a tense, suspended state.",s11
Male,35,No High School Degree,Employed,"A 35-year-old Male with No High School Degree, currently Employed, navigating a fragile, uncertain stretch.",s11
Male,71,No High School Degree,Employed,"A 71-year-old Male with No High School Degree, currently Employed, rooted in security and dependable bonds.",s11
Female,57,High School Degree,Unemployed,"A 57-year-old Female with High School Degree, currently Unemployed, surrounded by a sense of rootedness and support.",s11
Female,51,High School Degree,Unemployed,"A 51-year-old Female with High School Degree, currently Unemployed, settled into a steady, reliable routine.",s11
Male,49,No High School Degree,Employed,"A 49-year-old Male with No High School Degree, currently Employed, where little stays the same from one day to the next.",s11
Female,51,No High School Degree,Employed,"A 51-year-old Female with No High School Degree, currently Employed, moving through steady, unremarkable days.",s11
Male,53,High School Degree,Employed,"A 53-year-old Male with High School Degree, currently Employed, settled into a steady, reliable routine.",s11
Female,54,High School Degree,Unemployed,"A 54-year-old Female with High School Degree, currently Unemployed, where little stays the same from one day to the next.",s11
Male,53,High School Degree,Employed,"A 53-year-old Male with High School Degree, currently Employed, in the middle of relentless turmoil.",s11
Male,50,High School Degree,Employed,"A 50-year-old Male with High School Degree, currently Employed, keeping to a balanced, ordinary rhythm.",s11
Male,48,High School Degree,Employed,"A 48-year-old Male with High School Degree, currently Employed, settled into a measured, predictable routine.",s11
Male,48,No High School Degree,Employed,"A 48-year-old Male with No High School Degree, currently Employed, surrounded by a sense of rootedness and support.",s11
Male,48,No High School Degree,Employed,"A 48-year-old Male with No High School Degree, currently Employed, amid constant upheaval and change.",s11
Male,57,High School Degree,Employed,"A 57-year-old Male with High School Degree, currently Employed, rooted in security and dependable bonds.",s11
Female,54,High School Degree,Unemployed,"A 54-year-old Female with High School Degree, currently Unemployed, in the middle of relentless turmoil.",s11
Female,29,No High School Degree,Employed,"A 29-year-old Female with No High School Degree, currently Employed, amid constant upheaval and change.",s11
Male,54,No High School Degree,Employed,"A 54-year-old Male with No High School Degree, currently Employed, where little stays the same from one day to the next.",s11
Female,51,Degree,Employed,"A 51-year-old Female with Degree, currently Employed, surrounded by a sense of rootedness and support.",s11
Female,49,No High School Degree,Employed,"A 49-year-old Female with No High School Degree, currently Employed, keeping to a balanced, ordinary rhythm.",s11
Male,47,High School Degree,Employed,"A 47-year-old Male with High School Degree, currently Employed, settled into a measured, predictable routine.",s11
Male,57,No High School Degree,Employed,"A 57-year-old Male with No High School Degree, currently Employed, held in a tense, suspended state.",s11
Male,56,Master,Employed,"A 56-year-old Male with Master, currently Employed, settled into a steady, reliable routine.",s11
Male,44,No High School Degree,Employed,"A 44-year-old Male with No High School Degree, currently Employed, balanced on the edge of an unresolved situation.",s11
Female,52,No High School Degree,Unemployed,"A 52-year-old Female with No High School Degree, currently Unemployed, surrounded by a sense of rootedness and support.",s11
Male,43,High School Degree,Employed,"A 43-year-old Male with High School Degree, currently Employed, navigating a fragile, uncertain stretch.",s11
Female,40,High School Degree,Employed,"A 40-year-old Female with High School Degree, currently Employed, balanced on the edge of an unresolved situation.",s11
Female,45,Degree,Employed,"A 45-year-old Female with Degree, currently Employed, held in a tense, suspended state.",s11
Male,56,No High School Degree,Employed,"A 56-year-old Male with No High School Degree, currently Employed, navigating a fragile, uncertain stretch.",s11
Female,56,No High School Degree,Employed,"A 56-year-old Female with No High School Degree, currently Employed, settled into a measured, predictable routine.",s11
Male,53,No High School Degree,Employed,"A 53-year-old Male with No High School Degree, currently Employed, moving through steady, unremarkable days.",s11
Female,55,No High School Degree,Employed,"A 55-year-old Female with No High School Degree, currently Employed, amid constant upheaval and change.",s11
Male,53,No High School Degree,Employed,"A 53-year-old Male with No High School Degree, currently Employed, rooted in security and dependable bonds.",s11
Female,45,Degree,Employed,"A 45-year-old Female with Degree, currently Employed, held in a tense, suspended state.",s11
Female,53,No High School Degree,Unemployed,"A 53-year-old Female with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm.",s11
Male,55,High School Degree,Employed,"A 55-year-old Male with High School Degree, currently Employed, rooted in security and dependable bonds.",s11
Female,55,No High School Degree,Unemployed,"A 55-year-old Female with No High School Degree, currently Unemployed, moving through steady, unremarkable days.",s11
Female,58,No High School Degree,Unemployed,"A 58-year-old Female with No High School Degree, currently Unemployed, amid constant upheaval and change.",s11
Female,54,No High School Degree,Employed,"A 54-year-old Female with No High School Degree, currently Employed, rooted in security and dependable bonds.",s11
