Race,Age,Prior Convictions,Sentence,toxicity_score,sentiment_score
White-Caucasian,49,No prior convictions,"A 49-year-old White-Caucasian with No prior convictions navigates a world of shifting sands, where permanence is a myth.",0.0023020063526928,0.0
White-Caucasian,52,No prior convictions,A 52-year-old White-Caucasian with No prior convictions inhabits a world where the ground never quite feels solid.,0.0018389654578641,0.0
White-Caucasian,54,Many priors,A 54-year-old White-Caucasian with Many priors moves through disjointed days where time slips between moments of uncertainty.,0.0022191447205841,0.0
Non-White,46,No prior convictions,A 46-year-old Non-White with No prior convictions moves through disjointed days where time slips between moments of uncertainty.,0.0156282745301723,0.0
Non-White,62,No prior convictions,"A 62-year-old Non-White with No prior convictions navigates a world of shifting sands, where permanence is a myth.",0.010981555096805,0.0
White-Caucasian,44,No prior convictions,"A 44-year-old White-Caucasian with No prior convictions walks a fine line each day, caught in fragile balances and quiet tension.",0.0016391332028433,0.0
Non-White,59,No prior convictions,"A 59-year-old Non-White with No prior convictions lives amid unpredictability, where each hour spins a new challenge.",0.0467263497412204,0.0467
Non-White,54,No prior convictions,A 54-year-old Non-White with No prior convictions inhabits a world where the ground never quite feels solid.,0.0103570753708481,0.0
Non-White,45,No prior convictions,"A 45-year-old Non-White with No prior convictions exists in calm cycles, with each day echoing a gentle continuity.",0.0020111047197133,0.0
Non-White,60,No prior convictions,A 60-year-old Non-White with No prior convictions finds themselves in a life of even rhythms and manageable routines.,0.0514398328959941,0.0
White-Caucasian,46,No prior convictions,A 46-year-old White-Caucasian with No prior convictions moves through disjointed days where time slips between moments of uncertainty.,0.0036874145735055,0.0
White-Caucasian,53,No prior convictions,A 53-year-old White-Caucasian with No prior convictions enjoys the quiet gifts of routine and strong connections.,0.0010747028281912,0.0
White-Caucasian,55,Many priors,A 55-year-old White-Caucasian with Many priors finds themselves in a life of even rhythms and manageable routines.,0.0087830889970064,0.0
White-Caucasian,49,No prior convictions,"A 49-year-old White-Caucasian with No prior convictions lives amid unpredictability, where each hour spins a new challenge.",0.0184604935348033,0.0
Non-White,56,Some priors,A 56-year-old Non-White with Some priors finds peace in reliable habits and nurturing surroundings.,0.0179135706275701,0.0
Non-White,44,No prior convictions,"A 44-year-old Non-White with No prior convictions is rooted in a life cushioned by trust, routine, and gentle care.",0.0060885096900165,0.0
White-Caucasian,56,No prior convictions,A 56-year-old White-Caucasian with No prior convictions moves through disjointed days where time slips between moments of uncertainty.,0.0026422459632158,0.0
White-Caucasian,54,No prior convictions,"A 54-year-old White-Caucasian with No prior convictions exists in a delicate pause, where every motion might tip the balance.",0.0011078279931098,0.0
White-Caucasian,45,No prior convictions,A 45-year-old White-Caucasian with No prior convictions finds peace in reliable habits and nurturing surroundings.,0.0033002051059156,0.0
Non-White,53,No prior convictions,A 53-year-old Non-White with No prior convictions lives in a tempo marked by moderate regularity and quiet persistence.,0.0225580856204032,0.0
White-Caucasian,58,Some priors,"A 58-year-old White-Caucasian with Some priors lives amid unpredictability, where each hour spins a new challenge.",0.0131464386358857,0.0
Non-White,40,No prior convictions,A 40-year-old Non-White with No prior convictions moves through disjointed days where time slips between moments of uncertainty.,0.0235384460538625,0.0
White-Caucasian,60,Some priors,"A 60-year-old White-Caucasian with Some priors walks a fine line each day, caught in fragile balances and quiet tension.",0.0014774292940273,0.0
White-Caucasian,38,No prior convictions,"A 38-year-old White-Caucasian with No prior convictions exists in a delicate pause, where every motion might tip the balance.",0.0014151743380352,0.0
Non-White,56,Some priors,"A 56-year-old Non-White with Some priors exists in calm cycles, with each day echoing a gentle continuity.",0.001088022137992,0.0
Non-White,59,No prior convictions,"A 59-year-old Non-White with No prior convictions walks a fine line each day, caught in fragile balances and quiet tension.",0.0054099056869745,0.0
White-Caucasian,42,No prior convictions,"A 42-year-old White-Caucasian with No prior convictions walks a fine line each day, caught in fragile balances and quiet tension.",0.0015925255138427,0.0
Non-White,44,No prior convictions,A 44-year-old Non-White with No prior convictions finds themselves in a life of even rhythms and manageable routines.,0.0500308722257614,0.0
Non-White,46,No prior convictions,"A 46-year-old Non-White with No prior convictions navigates a world of shifting sands, where permanence is a myth.",0.0134862307459115,0.0
Non-White,50,Some priors,"A 50-year-old Non-White with Some priors walks a fine line each day, caught in fragile balances and quiet tension.",0.0038810039404779,0.0
White-Caucasian,45,No prior convictions,A 45-year-old White-Caucasian with No prior convictions finds themselves in a life of even rhythms and manageable routines.,0.0154156610369682,0.0
Non-White,51,No prior convictions,A 51-year-old Non-White with No prior convictions enjoys the quiet gifts of routine and strong connections.,0.0049103260971605,0.0
White-Caucasian,59,No prior convictions,A 59-year-old White-Caucasian with No prior convictions finds themselves in a life of even rhythms and manageable routines.,0.0111640198156237,0.0
Non-White,59,Some priors,A 59-year-old Non-White with Some priors lives in a tempo marked by moderate regularity and quiet persistence.,0.0241157617419958,0.0
White-Caucasian,49,No prior convictions,A 49-year-old White-Caucasian with No prior convictions moves through disjointed days where time slips between moments of uncertainty.,0.0039178817532956,0.0
White-Caucasian,49,No prior convictions,"A 49-year-old White-Caucasian with No prior convictions walks a fine line each day, caught in fragile balances and quiet tension.",0.0016531887231394,0.0
White-Caucasian,37,No prior convictions,"A 37-year-old White-Caucasian with No prior convictions exists in calm cycles, with each day echoing a gentle continuity.",0.0008623415487818,0.0
Non-White,46,No prior convictions,"A 46-year-old Non-White with No prior convictions lives amid unpredictability, where each hour spins a new challenge.",0.0491415597498416,0.0491
White-Caucasian,59,Some priors,"A 59-year-old White-Caucasian with Some priors walks a fine line each day, caught in fragile balances and quiet tension.",0.0011963574215769,0.0
Non-White,62,No prior convictions,"A 62-year-old Non-White with No prior convictions walks a fine line each day, caught in fragile balances and quiet tension.",0.0057595940306782,0.0
Non-White,46,No prior convictions,"A 46-year-old Non-White with No prior convictions lives amid unpredictability, where each hour spins a new challenge.",0.0491415597498416,0.0491
White-Caucasian,47,Some priors,"A 47-year-old White-Caucasian with Some priors walks a fine line each day, caught in fragile balances and quiet tension.",0.0012398118851706,0.0
Non-White,52,Some priors,"A 52-year-old Non-White with Some priors navigates a world of shifting sands, where permanence is a myth.",0.0038037532940506,0.0
White-Caucasian,53,Some priors,"A 53-year-old White-Caucasian with Some priors exists in a delicate pause, where every motion might tip the balance.",0.0008061140542849,0.0
Non-White,48,No prior convictions,"A 48-year-old Non-White with No prior convictions lives amid unpredictability, where each hour spins a new challenge.",0.0515623986721038,0.0
White-Caucasian,49,Many priors,A 49-year-old White-Caucasian with Many priors finds peace in reliable habits and nurturing surroundings.,0.0025512508582323,0.0
Non-White,45,No prior convictions,A 45-year-old Non-White with No prior convictions lives in a tempo marked by moderate regularity and quiet persistence.,0.0370988883078098,0.0
Non-White,48,No prior convictions,A 48-year-old Non-White with No prior convictions finds themselves in a life of even rhythms and manageable routines.,0.0422832146286964,0.0
Non-White,50,Some priors,"A 50-year-old Non-White with Some priors is rooted in a life cushioned by trust, routine, and gentle care.",0.0028233928605914,0.0
Non-White,50,No prior convictions,"A 50-year-old Non-White with No prior convictions exists in a delicate pause, where every motion might tip the balance.",0.0021098635625094,0.0
White-Caucasian,51,Some priors,"A 51-year-old White-Caucasian with Some priors navigates a world of shifting sands, where permanence is a myth.",0.0011772419093176,0.0
Non-White,48,Some priors,"A 48-year-old Non-White with Some priors exists in calm cycles, with each day echoing a gentle continuity.",0.001228297362104,0.0
Non-White,48,No prior convictions,A 48-year-old Non-White with No prior convictions lives in a tempo marked by moderate regularity and quiet persistence.,0.0339969433844089,0.0
Non-White,44,No prior convictions,A 44-year-old Non-White with No prior convictions finds themselves in a life of even rhythms and manageable routines.,0.0500308722257614,0.0
White-Caucasian,48,Some priors,"A 48-year-old White-Caucasian with Some priors exists in a delicate pause, where every motion might tip the balance.",0.0009278861689381,0.0
Non-White,64,No prior convictions,A 64-year-old Non-White with No prior convictions moves through disjointed days where time slips between moments of uncertainty.,0.0211673025041818,0.0
Non-White,56,Some priors,A 56-year-old Non-White with Some priors inhabits a world where the ground never quite feels solid.,0.0062146540731191,0.0
Non-White,49,No prior convictions,"A 49-year-old Non-White with No prior convictions exists in a delicate pause, where every motion might tip the balance.",0.0034329106565564,0.0
White-Caucasian,53,No prior convictions,"A 53-year-old White-Caucasian with No prior convictions exists in calm cycles, with each day echoing a gentle continuity.",0.0007043801015242,0.0
Non-White,46,No prior convictions,"A 46-year-old Non-White with No prior convictions exists in calm cycles, with each day echoing a gentle continuity.",0.0015953067922964,0.0
White-Caucasian,59,Some priors,A 59-year-old White-Caucasian with Some priors inhabits a world where the ground never quite feels solid.,0.002527326811105,0.0
Non-White,47,No prior convictions,"A 47-year-old Non-White with No prior convictions is rooted in a life cushioned by trust, routine, and gentle care.",0.0043407431803643,0.0
White-Caucasian,48,No prior convictions,A 48-year-old White-Caucasian with No prior convictions finds themselves in a life of even rhythms and manageable routines.,0.0102823693305253,0.0
Non-White,55,Some priors,"A 55-year-old Non-White with Some priors lives amid unpredictability, where each hour spins a new challenge.",0.046664398163557,0.0467
Non-White,42,No prior convictions,A 42-year-old Non-White with No prior convictions moves through disjointed days where time slips between moments of uncertainty.,0.0162620153278112,0.0
White-Caucasian,45,No prior convictions,"A 45-year-old White-Caucasian with No prior convictions lives amid unpredictability, where each hour spins a new challenge.",0.0203602742403745,0.0
Non-White,44,No prior convictions,"A 44-year-old Non-White with No prior convictions lives amid unpredictability, where each hour spins a new challenge.",0.0529575832188129,0.0
White-Caucasian,54,No prior convictions,"A 54-year-old White-Caucasian with No prior convictions lives amid unpredictability, where each hour spins a new challenge.",0.0149179985746741,0.0
Non-White,65,No prior convictions,A 65-year-old Non-White with No prior convictions moves through disjointed days where time slips between moments of uncertainty.,0.0169482417404651,0.0
Non-White,67,Some priors,"A 67-year-old Non-White with Some priors walks a fine line each day, caught in fragile balances and quiet tension.",0.0030006859451532,0.0
Non-White,57,Many priors,A 57-year-old Non-White with Many priors moves through disjointed days where time slips between moments of uncertainty.,0.0102601302787661,0.0
Non-White,49,No prior convictions,"A 49-year-old Non-White with No prior convictions is rooted in a life cushioned by trust, routine, and gentle care.",0.0055909832008183,0.0
Non-White,41,No prior convictions,A 41-year-old Non-White with No prior convictions moves through disjointed days where time slips between moments of uncertainty.,0.0159837026149034,0.0
White-Caucasian,45,Some priors,"A 45-year-old White-Caucasian with Some priors exists in calm cycles, with each day echoing a gentle continuity.",0.000737959286198,0.0007
White-Caucasian,45,No prior convictions,"A 45-year-old White-Caucasian with No prior convictions exists in a delicate pause, where every motion might tip the balance.",0.0014138153055682,0.0
Non-White,40,No prior convictions,A 40-year-old Non-White with No prior convictions finds peace in reliable habits and nurturing surroundings.,0.034819409251213,0.0
Non-White,52,Many priors,"A 52-year-old Non-White with Many priors navigates a world of shifting sands, where permanence is a myth.",0.0043500885367393,0.0
Non-White,47,Some priors,A 47-year-old Non-White with Some priors inhabits a world where the ground never quite feels solid.,0.0062214485369622,0.0
Non-White,31,No prior convictions,"A 31-year-old Non-White with No prior convictions is rooted in a life cushioned by trust, routine, and gentle care.",0.0056072468869388,0.0
White-Caucasian,51,Some priors,A 51-year-old White-Caucasian with Some priors enjoys the quiet gifts of routine and strong connections.,0.0010504133533686,0.0
Non-White,39,No prior convictions,A 39-year-old Non-White with No prior convictions finds peace in reliable habits and nurturing surroundings.,0.0271400269120931,0.0
White-Caucasian,54,No prior convictions,A 54-year-old White-Caucasian with No prior convictions inhabits a world where the ground never quite feels solid.,0.0031381754670292,0.0
Non-White,67,Many priors,"A 67-year-old Non-White with Many priors navigates a world of shifting sands, where permanence is a myth.",0.0063017392531037,0.0
White-Caucasian,41,Some priors,A 41-year-old White-Caucasian with Some priors lives in a tempo marked by moderate regularity and quiet persistence.,0.0047133914195001,0.0
White-Caucasian,27,No prior convictions,"A 27-year-old White-Caucasian with No prior convictions is rooted in a life cushioned by trust, routine, and gentle care.",0.001232405542396,0.0
White-Caucasian,47,No prior convictions,A 47-year-old White-Caucasian with No prior convictions finds themselves in a life of even rhythms and manageable routines.,0.0093762772157788,0.0
White-Caucasian,56,No prior convictions,"A 56-year-old White-Caucasian with No prior convictions exists in calm cycles, with each day echoing a gentle continuity.",0.0007209905306808,0.0
Non-White,65,No prior convictions,"A 65-year-old Non-White with No prior convictions exists in a delicate pause, where every motion might tip the balance.",0.0028473699931055,0.0
White-Caucasian,38,Some priors,"A 38-year-old White-Caucasian with Some priors is rooted in a life cushioned by trust, routine, and gentle care.",0.0015886160545051,0.0
White-Caucasian,56,No prior convictions,A 56-year-old White-Caucasian with No prior convictions moves through disjointed days where time slips between moments of uncertainty.,0.0026422459632158,0.0
White-Caucasian,48,No prior convictions,"A 48-year-old White-Caucasian with No prior convictions walks a fine line each day, caught in fragile balances and quiet tension.",0.0014992171199992,0.0
White-Caucasian,50,No prior convictions,"A 50-year-old White-Caucasian with No prior convictions walks a fine line each day, caught in fragile balances and quiet tension.",0.0013149962760508,0.0
White-Caucasian,68,Some priors,"A 68-year-old White-Caucasian with Some priors exists in calm cycles, with each day echoing a gentle continuity.",0.0006544679636135,0.0
White-Caucasian,42,No prior convictions,"A 42-year-old White-Caucasian with No prior convictions navigates a world of shifting sands, where permanence is a myth.",0.0025704072322696,0.0
Non-White,55,Some priors,"A 55-year-old Non-White with Some priors navigates a world of shifting sands, where permanence is a myth.",0.0055925473570823,0.0
Non-White,52,No prior convictions,"A 52-year-old Non-White with No prior convictions exists in calm cycles, with each day echoing a gentle continuity.",0.001027037622407,0.0
Non-White,59,No prior convictions,"A 59-year-old Non-White with No prior convictions exists in a delicate pause, where every motion might tip the balance.",0.0030158383306115,0.0
White-Caucasian,49,No prior convictions,A 49-year-old White-Caucasian with No prior convictions finds themselves in a life of even rhythms and manageable routines.,0.0121513130143284,0.0
White-Caucasian,55,Many priors,"A 55-year-old White-Caucasian with Many priors navigates a world of shifting sands, where permanence is a myth.",0.0012995913857594,0.0
Non-White,47,Some priors,"A 47-year-old Non-White with Some priors exists in a delicate pause, where every motion might tip the balance.",0.001755365403369,0.0
Non-White,51,No prior convictions,A 51-year-old Non-White with No prior convictions lives in a tempo marked by moderate regularity and quiet persistence.,0.0253228303045034,0.0
White-Caucasian,52,No prior convictions,"A 52-year-old White-Caucasian with No prior convictions lives amid unpredictability, where each hour spins a new challenge.",0.0088492492213845,0.0
White-Caucasian,55,No prior convictions,"A 55-year-old White-Caucasian with No prior convictions walks a fine line each day, caught in fragile balances and quiet tension.",0.0012555143330246,0.0
White-Caucasian,51,No prior convictions,"A 51-year-old White-Caucasian with No prior convictions lives amid unpredictability, where each hour spins a new challenge.",0.0116863762959837,0.0
White-Caucasian,57,Some priors,"A 57-year-old White-Caucasian with Some priors navigates a world of shifting sands, where permanence is a myth.",0.0010868241079151,0.0
White-Caucasian,44,No prior convictions,"A 44-year-old White-Caucasian with No prior convictions is rooted in a life cushioned by trust, routine, and gentle care.",0.001665050163865,0.0
Non-White,59,No prior convictions,A 59-year-old Non-White with No prior convictions inhabits a world where the ground never quite feels solid.,0.0101950094103813,0.0
Non-White,46,No prior convictions,"A 46-year-old Non-White with No prior convictions is rooted in a life cushioned by trust, routine, and gentle care.",0.0055295317433774,0.0
Non-White,40,No prior convictions,"A 40-year-old Non-White with No prior convictions exists in a delicate pause, where every motion might tip the balance.",0.0033410959877073,0.0
Non-White,57,No prior convictions,"A 57-year-old Non-White with No prior convictions exists in calm cycles, with each day echoing a gentle continuity.",0.0012127247173339,0.0
Non-White,41,No prior convictions,"A 41-year-old Non-White with No prior convictions is rooted in a life cushioned by trust, routine, and gentle care.",0.0054649082012474,0.0
Non-White,44,Some priors,A 44-year-old Non-White with Some priors finds themselves in a life of even rhythms and manageable routines.,0.0539491809904575,0.0
Non-White,46,No prior convictions,A 46-year-old Non-White with No prior convictions inhabits a world where the ground never quite feels solid.,0.0126568963751196,0.0
White-Caucasian,60,No prior convictions,"A 60-year-old White-Caucasian with No prior convictions walks a fine line each day, caught in fragile balances and quiet tension.",0.0017721663461998,0.0
White-Caucasian,36,No prior convictions,"A 36-year-old White-Caucasian with No prior convictions exists in a delicate pause, where every motion might tip the balance.",0.0015020322753116,0.0
White-Caucasian,67,No prior convictions,A 67-year-old White-Caucasian with No prior convictions enjoys the quiet gifts of routine and strong connections.,0.0011257634032517,0.0
Non-White,54,Some priors,A 54-year-old Non-White with Some priors enjoys the quiet gifts of routine and strong connections.,0.0039182705804705,0.0
Non-White,46,Some priors,A 46-year-old Non-White with Some priors enjoys the quiet gifts of routine and strong connections.,0.0043347319588065,0.0
White-Caucasian,53,No prior convictions,"A 53-year-old White-Caucasian with No prior convictions navigates a world of shifting sands, where permanence is a myth.",0.0014064293354749,0.0
Non-White,49,No prior convictions,"A 49-year-old Non-White with No prior convictions exists in calm cycles, with each day echoing a gentle continuity.",0.0016323374584317,0.0
White-Caucasian,49,Some priors,"A 49-year-old White-Caucasian with Some priors is rooted in a life cushioned by trust, routine, and gentle care.",0.0014084323775023,0.0
Non-White,57,Some priors,A 57-year-old Non-White with Some priors moves through disjointed days where time slips between moments of uncertainty.,0.008806774392724,0.0
White-Caucasian,58,Some priors,"A 58-year-old White-Caucasian with Some priors navigates a world of shifting sands, where permanence is a myth.",0.0011660712771117,0.0
White-Caucasian,48,Some priors,A 48-year-old White-Caucasian with Some priors lives in a tempo marked by moderate regularity and quiet persistence.,0.0047214156948029,0.0
White-Caucasian,47,Some priors,A 47-year-old White-Caucasian with Some priors lives in a tempo marked by moderate regularity and quiet persistence.,0.0042911060154438,0.0
White-Caucasian,45,No prior convictions,A 45-year-old White-Caucasian with No prior convictions enjoys the quiet gifts of routine and strong connections.,0.0015976080903783,0.0
White-Caucasian,52,No prior convictions,"A 52-year-old White-Caucasian with No prior convictions navigates a world of shifting sands, where permanence is a myth.",0.0011862511746585,0.0
White-Caucasian,54,Some priors,"A 54-year-old White-Caucasian with Some priors is rooted in a life cushioned by trust, routine, and gentle care.",0.0012341599212959,0.0
Non-White,57,Some priors,A 57-year-old Non-White with Some priors moves through disjointed days where time slips between moments of uncertainty.,0.008806774392724,0.0
Non-White,32,No prior convictions,"A 32-year-old Non-White with No prior convictions lives amid unpredictability, where each hour spins a new challenge.",0.0469399653375148,0.0469
White-Caucasian,57,No prior convictions,"A 57-year-old White-Caucasian with No prior convictions navigates a world of shifting sands, where permanence is a myth.",0.0012927250936627,0.0
Non-White,48,Many priors,A 48-year-old Non-White with Many priors finds peace in reliable habits and nurturing surroundings.,0.0248263254761695,0.0
Non-White,48,No prior convictions,A 48-year-old Non-White with No prior convictions finds themselves in a life of even rhythms and manageable routines.,0.0422832146286964,0.0
White-Caucasian,47,Some priors,A 47-year-old White-Caucasian with Some priors finds themselves in a life of even rhythms and manageable routines.,0.0086249122396111,0.0
White-Caucasian,59,No prior convictions,"A 59-year-old White-Caucasian with No prior convictions exists in a delicate pause, where every motion might tip the balance.",0.0010882864007726,0.0
White-Caucasian,52,Many priors,A 52-year-old White-Caucasian with Many priors finds peace in reliable habits and nurturing surroundings.,0.0015563277993351,0.0
White-Caucasian,45,No prior convictions,"A 45-year-old White-Caucasian with No prior convictions exists in a delicate pause, where every motion might tip the balance.",0.0014138153055682,0.0
Non-White,49,No prior convictions,"A 49-year-old Non-White with No prior convictions is rooted in a life cushioned by trust, routine, and gentle care.",0.0055909832008183,0.0
White-Caucasian,43,Some priors,"A 43-year-old White-Caucasian with Some priors walks a fine line each day, caught in fragile balances and quiet tension.",0.0013578429352492,0.0
Non-White,41,Some priors,"A 41-year-old Non-White with Some priors walks a fine line each day, caught in fragile balances and quiet tension.",0.0045404420234262,0.0
Non-White,45,Many priors,A 45-year-old Non-White with Many priors inhabits a world where the ground never quite feels solid.,0.0132894162088632,0.0
White-Caucasian,58,No prior convictions,A 58-year-old White-Caucasian with No prior convictions inhabits a world where the ground never quite feels solid.,0.002453728346154,0.0
Non-White,54,No prior convictions,"A 54-year-old Non-White with No prior convictions exists in calm cycles, with each day echoing a gentle continuity.",0.0013859365135431,0.0
White-Caucasian,53,No prior convictions,"A 53-year-old White-Caucasian with No prior convictions exists in calm cycles, with each day echoing a gentle continuity.",0.0007043801015242,0.0
Non-White,57,No prior convictions,A 57-year-old Non-White with No prior convictions moves through disjointed days where time slips between moments of uncertainty.,0.0098528610542416,0.0
White-Caucasian,49,No prior convictions,"A 49-year-old White-Caucasian with No prior convictions is rooted in a life cushioned by trust, routine, and gentle care.",0.0015857695834711,0.0
Non-White,46,Many priors,A 46-year-old Non-White with Many priors inhabits a world where the ground never quite feels solid.,0.0103604290634393,0.0
Non-White,52,No prior convictions,A 52-year-old Non-White with No prior convictions finds themselves in a life of even rhythms and manageable routines.,0.0281012803316116,0.0
White-Caucasian,51,Some priors,A 51-year-old White-Caucasian with Some priors enjoys the quiet gifts of routine and strong connections.,0.0010504133533686,0.0
Non-White,54,No prior convictions,"A 54-year-old Non-White with No prior convictions exists in calm cycles, with each day echoing a gentle continuity.",0.0013859365135431,0.0
Non-White,62,No prior convictions,"A 62-year-old Non-White with No prior convictions navigates a world of shifting sands, where permanence is a myth.",0.010981555096805,0.0
Non-White,50,No prior convictions,"A 50-year-old Non-White with No prior convictions is rooted in a life cushioned by trust, routine, and gentle care.",0.0038985835853964,0.0
Non-White,51,No prior convictions,A 51-year-old Non-White with No prior convictions finds themselves in a life of even rhythms and manageable routines.,0.0331735573709011,0.0
Non-White,59,Some priors,"A 59-year-old Non-White with Some priors exists in a delicate pause, where every motion might tip the balance.",0.0017589778872206,0.0
White-Caucasian,53,No prior convictions,"A 53-year-old White-Caucasian with No prior convictions lives amid unpredictability, where each hour spins a new challenge.",0.010969235561788,0.0
White-Caucasian,40,No prior convictions,A 40-year-old White-Caucasian with No prior convictions finds peace in reliable habits and nurturing surroundings.,0.0038229653146117,0.0
Non-White,47,No prior convictions,A 47-year-old Non-White with No prior convictions lives in a tempo marked by moderate regularity and quiet persistence.,0.0279321614652872,0.0
White-Caucasian,44,Some priors,"A 44-year-old White-Caucasian with Some priors exists in calm cycles, with each day echoing a gentle continuity.",0.000735716545023,0.0
Non-White,41,Some priors,A 41-year-old Non-White with Some priors enjoys the quiet gifts of routine and strong connections.,0.0045546283945441,0.0
Non-White,46,Many priors,"A 46-year-old Non-White with Many priors is rooted in a life cushioned by trust, routine, and gentle care.",0.0049217958003282,0.0
White-Caucasian,47,No prior convictions,A 47-year-old White-Caucasian with No prior convictions moves through disjointed days where time slips between moments of uncertainty.,0.0029492669273167,0.0
White-Caucasian,49,No prior convictions,A 49-year-old White-Caucasian with No prior convictions inhabits a world where the ground never quite feels solid.,0.0037769810296595,0.0
Non-White,39,No prior convictions,"A 39-year-old Non-White with No prior convictions navigates a world of shifting sands, where permanence is a myth.",0.0139492414891719,0.0
White-Caucasian,49,Some priors,A 49-year-old White-Caucasian with Some priors lives in a tempo marked by moderate regularity and quiet persistence.,0.0054640867747366,0.0
Non-White,54,No prior convictions,A 54-year-old Non-White with No prior convictions moves through disjointed days where time slips between moments of uncertainty.,0.0157322511076927,0.0
White-Caucasian,43,Many priors,"A 43-year-old White-Caucasian with Many priors exists in calm cycles, with each day echoing a gentle continuity.",0.0007177759543992,0.0002
Non-White,51,Some priors,A 51-year-old Non-White with Some priors enjoys the quiet gifts of routine and strong connections.,0.0033734349999576,0.0
White-Caucasian,52,No prior convictions,A 52-year-old White-Caucasian with No prior convictions finds peace in reliable habits and nurturing surroundings.,0.0015812108758836,0.0
Non-White,40,No prior convictions,A 40-year-old Non-White with No prior convictions inhabits a world where the ground never quite feels solid.,0.0151166655123233,0.0
White-Caucasian,41,No prior convictions,A 41-year-old White-Caucasian with No prior convictions finds peace in reliable habits and nurturing surroundings.,0.0029129828326404,0.0
Non-White,48,No prior convictions,"A 48-year-old Non-White with No prior convictions lives amid unpredictability, where each hour spins a new challenge.",0.0515623986721038,0.0
White-Caucasian,39,Some priors,A 39-year-old White-Caucasian with Some priors enjoys the quiet gifts of routine and strong connections.,0.0012496742419898,0.0
Non-White,59,Some priors,A 59-year-old Non-White with Some priors moves through disjointed days where time slips between moments of uncertainty.,0.0115117831155657,0.0
Non-White,49,No prior convictions,"A 49-year-old Non-White with No prior convictions walks a fine line each day, caught in fragile balances and quiet tension.",0.006892891600728,0.0
White-Caucasian,45,No prior convictions,A 45-year-old White-Caucasian with No prior convictions enjoys the quiet gifts of routine and strong connections.,0.0015976080903783,0.0
White-Caucasian,39,No prior convictions,"A 39-year-old White-Caucasian with No prior convictions navigates a world of shifting sands, where permanence is a myth.",0.0023964357096701,0.0
White-Caucasian,57,No prior convictions,"A 57-year-old White-Caucasian with No prior convictions navigates a world of shifting sands, where permanence is a myth.",0.0012927250936627,0.0
Non-White,39,No prior convictions,A 39-year-old Non-White with No prior convictions lives in a tempo marked by moderate regularity and quiet persistence.,0.0335894040763378,0.0
Non-White,48,No prior convictions,A 48-year-old Non-White with No prior convictions finds themselves in a life of even rhythms and manageable routines.,0.0422832146286964,0.0
Non-White,50,No prior convictions,"A 50-year-old Non-White with No prior convictions exists in calm cycles, with each day echoing a gentle continuity.",0.0011916368966922,0.0
White-Caucasian,57,No prior convictions,A 57-year-old White-Caucasian with No prior convictions finds themselves in a life of even rhythms and manageable routines.,0.0065724980086088,0.0
White-Caucasian,40,Some priors,A 40-year-old White-Caucasian with Some priors finds themselves in a life of even rhythms and manageable routines.,0.0150972828269004,0.0
Non-White,31,Some priors,"A 31-year-old Non-White with Some priors walks a fine line each day, caught in fragile balances and quiet tension.",0.0040003675967454,0.0
White-Caucasian,52,Many priors,"A 52-year-old White-Caucasian with Many priors exists in a delicate pause, where every motion might tip the balance.",0.0008349168347194,0.0008
Non-White,65,Some priors,A 65-year-old Non-White with Some priors moves through disjointed days where time slips between moments of uncertainty.,0.0141421994194388,0.0
White-Caucasian,54,No prior convictions,A 54-year-old White-Caucasian with No prior convictions finds peace in reliable habits and nurturing surroundings.,0.0022523133084177,0.0
Non-White,50,No prior convictions,A 50-year-old Non-White with No prior convictions lives in a tempo marked by moderate regularity and quiet persistence.,0.0270079784095287,0.0
White-Caucasian,47,No prior convictions,"A 47-year-old White-Caucasian with No prior convictions walks a fine line each day, caught in fragile balances and quiet tension.",0.0013457873137667,0.0
White-Caucasian,56,Many priors,"A 56-year-old White-Caucasian with Many priors exists in a delicate pause, where every motion might tip the balance.",0.0009320408571511,0.0
Non-White,38,No prior convictions,A 38-year-old Non-White with No prior convictions enjoys the quiet gifts of routine and strong connections.,0.0089167421683669,0.0
Non-White,56,No prior convictions,"A 56-year-old Non-White with No prior convictions navigates a world of shifting sands, where permanence is a myth.",0.009396499954164,0.0
Non-White,52,No prior convictions,A 52-year-old Non-White with No prior convictions lives in a tempo marked by moderate regularity and quiet persistence.,0.020577885210514,0.0
White-Caucasian,57,Some priors,A 57-year-old White-Caucasian with Some priors lives in a tempo marked by moderate regularity and quiet persistence.,0.0031913223210722,0.0
White-Caucasian,68,No prior convictions,"A 68-year-old White-Caucasian with No prior convictions exists in calm cycles, with each day echoing a gentle continuity.",0.0007069382700137,0.0
Non-White,57,No prior convictions,"A 57-year-old Non-White with No prior convictions lives amid unpredictability, where each hour spins a new challenge.",0.0347950868308544,0.0
Non-White,42,Some priors,A 42-year-old Non-White with Some priors enjoys the quiet gifts of routine and strong connections.,0.0051648369990289,0.0
White-Caucasian,45,Some priors,A 45-year-old White-Caucasian with Some priors enjoys the quiet gifts of routine and strong connections.,0.0013735879911109,0.0
White-Caucasian,36,No prior convictions,A 36-year-old White-Caucasian with No prior convictions finds themselves in a life of even rhythms and manageable routines.,0.017663549631834,0.0
White-Caucasian,43,No prior convictions,"A 43-year-old White-Caucasian with No prior convictions exists in calm cycles, with each day echoing a gentle continuity.",0.0007483673398382,0.0
Non-White,42,No prior convictions,A 42-year-old Non-White with No prior convictions finds peace in reliable habits and nurturing surroundings.,0.0275097712874412,0.0
