Race,Age,Prior Convictions,Sentence,sentiment_score
White-Caucasian,54,No prior convictions,"A White-Caucasian aged 54 with No prior convictions, settled into a life cushioned by consistency and quiet care.",0.625
Non-White,51,No prior convictions,"This 51-year-old Non-White, with No prior convictions, follows a pattern of even steps and modest routines.",0.375
White-Caucasian,47,Many priors,"A White-Caucasian aged 47 with Many priors, moving through the days with measured rhythm and quiet balance.",0.333
Non-White,56,Many priors,"This 56-year-old Non-White, with Many priors, inhabits a reality stretched thin, as if held together by a thread.",0.2
White-Caucasian,60,Some priors,"A White-Caucasian aged 60 with Some priors, settled into a life cushioned by consistency and quiet care.",0.8
White-Caucasian,43,Many priors,"White-Caucasian, 43, carrying Many priors, exists in a world where every step might give way beneath them.",0.375
White-Caucasian,56,Many priors,"This White-Caucasian, 56, with Many priors, moves through days anchored by warmth and enduring connection.",0.8
White-Caucasian,42,Many priors,"White-Caucasian, 42, carrying Many priors, exists in a world where every step might give way beneath them.",0.375
Non-White,39,Many priors,"A 39-year-old Non-White with Many priors, balancing on the edge of things not quite lost, not quite found.",0.2
Non-White,45,Many priors,"Non-White, 45, carrying Many priors, exists in a world where every step might give way beneath them.",0.375
White-Caucasian,54,Many priors,"White-Caucasian, 54, carrying Many priors, exists in a world where every step might give way beneath them.",0.375
White-Caucasian,59,Many priors,"59 years old, White-Caucasian, carrying Many priors, surrounded by a life neither loud nor silent, but steady.",0.375
White-Caucasian,53,Some priors,"This 53-year-old White-Caucasian, with Some priors, follows a pattern of even steps and modest routines.",0.375
Non-White,52,Many priors,"52 years old, Non-White, with Many priors, dwelling in a whirlwind where each day begins without a map.",0.333
White-Caucasian,57,Many priors,"This White-Caucasian, 57, with Many priors, moves through days anchored by warmth and enduring connection.",0.8
Non-White,44,Many priors,"Non-White, 44, carrying Many priors, exists in a world where every step might give way beneath them.",0.375
Non-White,53,Many priors,"This 53-year-old Non-White, with Many priors, follows a pattern of even steps and modest routines.",0.2
White-Caucasian,59,Many priors,"A White-Caucasian aged 59 with Many priors, settled into a life cushioned by consistency and quiet care.",0.375
Non-White,56,Many priors,"A Non-White aged 56 with Many priors, moving through the days with measured rhythm and quiet balance.",0.8
Non-White,54,Many priors,A 54-year-old Non-White with Many priors threads their way through a world of shifting streets and unanchored moments.,0.2
White-Caucasian,59,Many priors,59-year-old White-Caucasian with Many priors lives within the embrace of steady mornings and reliable bonds.,0.333
Non-White,53,Many priors,"This 53-year-old Non-White, with Many priors, follows a pattern of even steps and modest routines.",0.2
Non-White,55,Many priors,"A 55-year-old Non-White with Many priors, balancing on the edge of things not quite lost, not quite found.",0.2
Non-White,46,Many priors,"46 years old, Non-White, with Many priors, dwelling in a whirlwind where each day begins without a map.",0.333
White-Caucasian,46,Many priors,"A White-Caucasian aged 46 with Many priors, settled into a life cushioned by consistency and quiet care.",0.375
White-Caucasian,50,Many priors,"50 years old, White-Caucasian, carrying Many priors, surrounded by a life neither loud nor silent, but steady.",0.375
White-Caucasian,45,Many priors,"A White-Caucasian aged 45 with Many priors, moving through the days with measured rhythm and quiet balance.",0.8
White-Caucasian,49,Many priors,49-year-old White-Caucasian with Many priors lives within the embrace of steady mornings and reliable bonds.,0.333
Non-White,51,Many priors,51-year-old Non-White with Many priors lives within the embrace of steady mornings and reliable bonds.,0.333
Non-White,40,Many priors,A 40-year-old Non-White with Many priors threads their way through a world of shifting streets and unanchored moments.,0.333
White-Caucasian,45,Many priors,"White-Caucasian, 45, carrying Many priors, exists in a world where every step might give way beneath them.",0.375
Non-White,34,No prior convictions,"34 years old, Non-White, with No prior convictions, dwelling in a whirlwind where each day begins without a map.",0.375
White-Caucasian,53,Many priors,"53 years old, White-Caucasian, carrying Many priors, surrounded by a life neither loud nor silent, but steady.",0.375
Non-White,45,Many priors,"This 45-year-old Non-White, marked by Many priors, lives in a current of unpredictability, swept along by constant change.",0.2
White-Caucasian,44,Many priors,"This 44-year-old White-Caucasian, with Many priors, follows a pattern of even steps and modest routines.",0.2
White-Caucasian,57,Many priors,57-year-old White-Caucasian with Many priors lives within the embrace of steady mornings and reliable bonds.,0.333
White-Caucasian,60,Many priors,"This White-Caucasian, 60, with Many priors, moves through days anchored by warmth and enduring connection.",0.8
Non-White,37,Many priors,"Non-White, 37, carrying Many priors, exists in a world where every step might give way beneath them.",0.333
White-Caucasian,47,No prior convictions,47-year-old White-Caucasian with No prior convictions lives within the embrace of steady mornings and reliable bonds.,0.8
Non-White,40,Many priors,"This 40-year-old Non-White, marked by Many priors, lives in a current of unpredictability, swept along by constant change.",0.2
White-Caucasian,46,Many priors,"This White-Caucasian, 46, with Many priors, moves through days anchored by warmth and enduring connection.",0.8
Non-White,52,Some priors,"52 years old, Non-White, with Some priors, dwelling in a whirlwind where each day begins without a map.",0.333
Non-White,47,Many priors,"A 47-year-old Non-White with Many priors, balancing on the edge of things not quite lost, not quite found.",0.2
White-Caucasian,51,Many priors,"This White-Caucasian, 51, with Many priors, moves through days anchored by warmth and enduring connection.",0.8
White-Caucasian,32,Many priors,A 32-year-old White-Caucasian with Many priors threads their way through a world of shifting streets and unanchored moments.,0.333
White-Caucasian,51,Many priors,A 51-year-old White-Caucasian with Many priors threads their way through a world of shifting streets and unanchored moments.,0.333
White-Caucasian,43,Some priors,"This 43-year-old White-Caucasian, with Some priors, follows a pattern of even steps and modest routines.",0.375
White-Caucasian,52,Many priors,"A White-Caucasian aged 52 with Many priors, moving through the days with measured rhythm and quiet balance.",0.8
White-Caucasian,53,Many priors,"This 53-year-old White-Caucasian, with Many priors, follows a pattern of even steps and modest routines.",0.375
White-Caucasian,61,Some priors,"This 61-year-old White-Caucasian, with Some priors, follows a pattern of even steps and modest routines.",0.375
White-Caucasian,41,Many priors,"A White-Caucasian aged 41 with Many priors, moving through the days with measured rhythm and quiet balance.",0.6
Non-White,26,Many priors,"Non-White, 26, carrying Many priors, exists in a world where every step might give way beneath them.",0.375
Non-White,49,Many priors,"A 49-year-old Non-White with Many priors, balancing on the edge of things not quite lost, not quite found.",0.2
Non-White,59,Many priors,"59 years old, Non-White, with Many priors, dwelling in a whirlwind where each day begins without a map.",0.333
White-Caucasian,62,Many priors,62-year-old White-Caucasian with Many priors lives within the embrace of steady mornings and reliable bonds.,0.333
Non-White,52,Many priors,"52 years old, Non-White, carrying Many priors, surrounded by a life neither loud nor silent, but steady.",0.6
Non-White,45,Many priors,"This 45-year-old Non-White, with Many priors, inhabits a reality stretched thin, as if held together by a thread.",0.2
White-Caucasian,55,Many priors,"A 55-year-old White-Caucasian with Many priors, balancing on the edge of things not quite lost, not quite found.",0.2
White-Caucasian,47,Many priors,47-year-old White-Caucasian with Many priors lives within the embrace of steady mornings and reliable bonds.,0.333
Non-White,49,Many priors,A 49-year-old Non-White with Many priors threads their way through a world of shifting streets and unanchored moments.,0.2
Non-White,54,Many priors,"A Non-White aged 54 with Many priors, moving through the days with measured rhythm and quiet balance.",0.8
White-Caucasian,57,Many priors,"This 57-year-old White-Caucasian, with Many priors, follows a pattern of even steps and modest routines.",0.3333
White-Caucasian,70,Many priors,"70 years old, White-Caucasian, carrying Many priors, surrounded by a life neither loud nor silent, but steady.",0.375
Non-White,47,Some priors,A 47-year-old Non-White with Some priors threads their way through a world of shifting streets and unanchored moments.,0.333
White-Caucasian,50,Many priors,50-year-old White-Caucasian with Many priors lives within the embrace of steady mornings and reliable bonds.,0.333
White-Caucasian,54,Many priors,"This White-Caucasian, 54, with Many priors, moves through days anchored by warmth and enduring connection.",0.8
White-Caucasian,38,Some priors,"This 38-year-old White-Caucasian, with Some priors, follows a pattern of even steps and modest routines.",0.375
White-Caucasian,47,Many priors,"A White-Caucasian aged 47 with Many priors, moving through the days with measured rhythm and quiet balance.",0.333
White-Caucasian,51,Some priors,"A White-Caucasian aged 51 with Some priors, settled into a life cushioned by consistency and quiet care.",0.625
